Time (s) ,Force (N)
   3.229 ,  0.09471
   3.23  ,  0.09504
   3.231 ,  0.09498
   3.232 ,  0.09392
   3.233 ,  0.09398
   3.234 ,  0.09389
   3.235 ,  0.09395
   3.236 ,  0.09424
   3.237 ,  0.09479
   3.238 ,  0.09471
   3.239 ,  0.09435
   3.24  ,  0.09422
   3.241 ,  0.09418
   3.242 ,  0.09424
   3.243 ,  0.09437
   3.244 ,  0.09423
   3.245 ,  0.09346
   3.246 ,  0.09266
   3.247 ,  0.09267
   3.248 ,  0.09225
   3.249 ,  0.09129
   3.25  ,  0.0914
   3.251 ,  0.09149
   3.252 ,  0.091
   3.253 ,  0.09083
   3.254 ,  0.0908
   3.255 ,  0.09046
   3.256 ,  0.09083
   3.257 ,  0.09054
   3.258 ,  0.09051
   3.259 ,  0.09052
   3.26  ,  0.09074
   3.261 ,  0.09041
   3.262 ,  0.09084
   3.263 ,  0.09096
   3.264 ,  0.09159
   3.265 ,  0.09168
   3.266 ,  0.09164
   3.267 ,  0.0918
   3.268 ,  0.09176
   3.269 ,  0.0917
   3.27  ,  0.09181
   3.271 ,  0.09166
   3.272 ,  0.09179
   3.273 ,  0.09148
   3.274 ,  0.09121
   3.275 ,  0.09181
   3.276 ,  0.09236
   3.277 ,  0.0918
   3.278 ,  0.09162
   3.279 ,  0.09174
   3.28  ,  0.09143
   3.281 ,  0.09111
   3.282 ,  0.09057
   3.283 ,  0.09009
   3.284 ,  0.08992
   3.285 ,  0.08979
   3.286 ,  0.0899
   3.287 ,  0.08892
   3.288 ,  0.08821
   3.289 ,  0.08848
   3.29  ,  0.08802
   3.291 ,  0.08777
   3.292 ,  0.08758
   3.293 ,  0.08741
   3.294 ,  0.08764
   3.295 ,  0.08794
   3.296 ,  0.0879
   3.297 ,  0.08788
   3.298 ,  0.08804
   3.299 ,  0.08782
   3.3   ,  0.0873
   3.301 ,  0.08765
   3.302 ,  0.08697
   3.303 ,  0.08726
   3.304 ,  0.08694
   3.305 ,  0.08677
   3.306 ,  0.08684
   3.307 ,  0.08636
   3.308 ,  0.08697
   3.309 ,  0.08745
   3.31  ,  0.08781
   3.311 ,  0.08778
   3.312 ,  0.08773
   3.313 ,  0.08774
   3.314 ,  0.08732
   3.315 ,  0.08787
   3.316 ,  0.08791
   3.317 ,  0.08801
   3.318 ,  0.08807
   3.319 ,  0.08772
   3.32  ,  0.088
   3.321 ,  0.08758
   3.322 ,  0.08726
   3.323 ,  0.08784
   3.324 ,  0.08806
   3.325 ,  0.08806
   3.326 ,  0.08752
   3.327 ,  0.08726
   3.328 ,  0.0869
   3.329 ,  0.08691
   3.33  ,  0.08658
   3.331 ,  0.08625
   3.332 ,  0.0867
   3.333 ,  0.08564
   3.334 ,  0.08558
   3.335 ,  0.08637
   3.336 ,  0.08657
   3.337 ,  0.08689
   3.338 ,  0.08688
   3.339 ,  0.08675
   3.34  ,  0.08774
   3.341 ,  0.08767
   3.342 ,  0.08722
   3.343 ,  0.08687
   3.344 ,  0.08693
   3.345 ,  0.08697
   3.346 ,  0.08674
   3.347 ,  0.08585
   3.348 ,  0.08519
   3.349 ,  0.08566
   3.35  ,  0.08513
   3.351 ,  0.08534
   3.352 ,  0.08477
   3.353 ,  0.08439
   3.354 ,  0.08471
   3.355 ,  0.08495
   3.356 ,  0.085
   3.357 ,  0.0854
   3.358 ,  0.08425
   3.359 ,  0.08453
   3.36  ,  0.08461
   3.361 ,  0.08449
   3.362 ,  0.08373
   3.363 ,  0.08342
   3.364 ,  0.08328
   3.365 ,  0.08358
   3.366 ,  0.08394
   3.367 ,  0.08363
   3.368 ,  0.08409
   3.369 ,  0.0845
   3.37  ,  0.08442
   3.371 ,  0.08436
   3.372 ,  0.08395
   3.373 ,  0.08358
   3.374 ,  0.08303
   3.375 ,  0.0832
   3.376 ,  0.08317
   3.377 ,  0.08263
   3.378 ,  0.08333
   3.379 ,  0.08349
   3.38  ,  0.08417
   3.381 ,  0.08428
   3.382 ,  0.08415
   3.383 ,  0.08417
   3.384 ,  0.08407
   3.385 ,  0.08397
   3.386 ,  0.08382
   3.387 ,  0.08354
   3.388 ,  0.08397
   3.389 ,  0.08356
   3.39  ,  0.08323
   3.391 ,  0.08268
   3.392 ,  0.0827
   3.393 ,  0.08227
   3.394 ,  0.0828
   3.395 ,  0.08282
   3.396 ,  0.08214
   3.397 ,  0.08176
   3.398 ,  0.08104
   3.399 ,  0.08088
   3.4   ,  0.08054
   3.401 ,  0.08008
   3.402 ,  0.07934
   3.403 ,  0.07954
   3.404 ,  0.07896
   3.405 ,  0.07829
   3.406 ,  0.07781
   3.407 ,  0.07806
   3.408 ,  0.07833
   3.409 ,  0.0781
   3.41  ,  0.07854
   3.411 ,  0.07855
   3.412 ,  0.07843
   3.413 ,  0.07768
   3.414 ,  0.07795
   3.415 ,  0.07865
   3.416 ,  0.07881
   3.417 ,  0.07907
   3.418 ,  0.0793
   3.419 ,  0.07945
   3.42  ,  0.07992
   3.421 ,  0.07902
   3.422 ,  0.07867
   3.423 ,  0.07925
   3.424 ,  0.07903
   3.425 ,  0.07891
   3.426 ,  0.07893
   3.427 ,  0.07976
   3.428 ,  0.07952
   3.429 ,  0.07931
   3.43  ,  0.07916
   3.431 ,  0.08007
   3.432 ,  0.0795
   3.433 ,  0.07922
   3.434 ,  0.07966
   3.435 ,  0.07937
   3.436 ,  0.07936
   3.437 ,  0.07938
   3.438 ,  0.07901
   3.439 ,  0.0791
   3.44  ,  0.07903
   3.441 ,  0.07861
   3.442 ,  0.07875
   3.443 ,  0.07892
   3.444 ,  0.0791
   3.445 ,  0.07865
   3.446 ,  0.07869
   3.447 ,  0.07842
   3.448 ,  0.0785
   3.449 ,  0.07788
   3.45  ,  0.0776
   3.451 ,  0.07731
   3.452 ,  0.07721
   3.453 ,  0.07744
   3.454 ,  0.07735
   3.455 ,  0.07747
   3.456 ,  0.0778
   3.457 ,  0.07809
   3.458 ,  0.07842
   3.459 ,  0.07849
   3.46  ,  0.07887
   3.461 ,  0.07786
   3.462 ,  0.07699
   3.463 ,  0.07732
   3.464 ,  0.07731
   3.465 ,  0.07784
   3.466 ,  0.07739
   3.467 ,  0.07688
   3.468 ,  0.0768
   3.469 ,  0.07709
   3.47  ,  0.07623
   3.471 ,  0.07609
   3.472 ,  0.07645
   3.473 ,  0.07654
   3.474 ,  0.07617
   3.475 ,  0.07565
   3.476 ,  0.076
   3.477 ,  0.07598
   3.478 ,  0.07602
   3.479 ,  0.07698
   3.48  ,  0.07675
   3.481 ,  0.07615
   3.482 ,  0.07607
   3.483 ,  0.07512
   3.484 ,  0.07577
   3.485 ,  0.07658
   3.486 ,  0.07688
   3.487 ,  0.07691
   3.488 ,  0.07731
   3.489 ,  0.07711
   3.49  ,  0.07659
   3.491 ,  0.07642
   3.492 ,  0.0771
   3.493 ,  0.07703
   3.494 ,  0.07685
   3.495 ,  0.07635
   3.496 ,  0.07611
   3.497 ,  0.07501
   3.498 ,  0.07586
   3.499 ,  0.0756
   3.5   ,  0.07514
   3.501 ,  0.076
   3.502 ,  0.07564
   3.503 ,  0.07532
   3.504 ,  0.07562
   3.505 ,  0.07519
   3.506 ,  0.07479
   3.507 ,  0.07423
   3.508 ,  0.07415
   3.509 ,  0.07403
   3.51  ,  0.07358
   3.511 ,  0.07384
   3.512 ,  0.0737
   3.513 ,  0.07359
   3.514 ,  0.07358
   3.515 ,  0.07425
   3.516 ,  0.07372
   3.517 ,  0.07341
   3.518 ,  0.07373
   3.519 ,  0.07285
   3.52  ,  0.07208
   3.521 ,  0.0723
   3.522 ,  0.07174
   3.523 ,  0.07204
   3.524 ,  0.07229
   3.525 ,  0.07204
   3.526 ,  0.07251
   3.527 ,  0.0718
   3.528 ,  0.07177
   3.529 ,  0.0715
   3.53  ,  0.07135
   3.531 ,  0.07126
   3.532 ,  0.07104
   3.533 ,  0.07052
   3.534 ,  0.07043
   3.535 ,  0.07033
   3.536 ,  0.06963
   3.537 ,  0.06959
   3.538 ,  0.06959
   3.539 ,  0.0697
   3.54  ,  0.06958
   3.541 ,  0.0688
   3.542 ,  0.0689
   3.543 ,  0.06975
   3.544 ,  0.06983
   3.545 ,  0.06979
   3.546 ,  0.06917
   3.547 ,  0.06964
   3.548 ,  0.06893
   3.549 ,  0.06961
   3.55  ,  0.06942
   3.551 ,  0.06982
   3.552 ,  0.06988
   3.553 ,  0.07002
   3.554 ,  0.07048
   3.555 ,  0.07053
   3.556 ,  0.0707
   3.557 ,  0.07019
   3.558 ,  0.07087
   3.559 ,  0.0706
   3.56  ,  0.07026
   3.561 ,  0.0693
   3.562 ,  0.06832
   3.563 ,  0.0685
   3.564 ,  0.06834
   3.565 ,  0.06808
   3.566 ,  0.06797
   3.567 ,  0.06798
   3.568 ,  0.06744
   3.569 ,  0.06711
   3.57  ,  0.06707
   3.571 ,  0.06772
   3.572 ,  0.0679
   3.573 ,  0.06795
   3.574 ,  0.06848
   3.575 ,  0.06845
   3.576 ,  0.06756
   3.577 ,  0.06771
   3.578 ,  0.06781
   3.579 ,  0.06814
   3.58  ,  0.06797
   3.581 ,  0.06786
   3.582 ,  0.0683
   3.583 ,  0.06827
   3.584 ,  0.06863
   3.585 ,  0.06811
   3.586 ,  0.06872
   3.587 ,  0.06884
   3.588 ,  0.0688
   3.589 ,  0.06862
   3.59  ,  0.06885
   3.591 ,  0.06922
   3.592 ,  0.06908
   3.593 ,  0.06867
   3.594 ,  0.06906
   3.595 ,  0.06936
   3.596 ,  0.06976
   3.597 ,  0.06988
   3.598 ,  0.07039
   3.599 ,  0.07078
   3.6   ,  0.07102
   3.601 ,  0.07122
   3.602 ,  0.07164
   3.603 ,  0.07188
   3.604 ,  0.07181
   3.605 ,  0.0713
   3.606 ,  0.07117
   3.607 ,  0.07088
   3.608 ,  0.06977
   3.609 ,  0.06946
   3.61  ,  0.06943
   3.611 ,  0.06987
   3.612 ,  0.06957
   3.613 ,  0.06882
   3.614 ,  0.06836
   3.615 ,  0.06824
   3.616 ,  0.06763
   3.617 ,  0.06755
   3.618 ,  0.06729
   3.619 ,  0.06709
   3.62  ,  0.06687
   3.621 ,  0.06624
   3.622 ,  0.06631
   3.623 ,  0.06612
   3.624 ,  0.06605
   3.625 ,  0.06649
   3.626 ,  0.06739
   3.627 ,  0.06686
   3.628 ,  0.06654
   3.629 ,  0.06595
   3.63  ,  0.06627
   3.631 ,  0.06722
   3.632 ,  0.06663
   3.633 ,  0.06612
   3.634 ,  0.06605
   3.635 ,  0.06546
   3.636 ,  0.06573
   3.637 ,  0.065
   3.638 ,  0.06524
   3.639 ,  0.06525
   3.64  ,  0.06465
   3.641 ,  0.06539
   3.642 ,  0.06584
   3.643 ,  0.06518
   3.644 ,  0.06433
   3.645 ,  0.06525
   3.646 ,  0.06532
   3.647 ,  0.06545
   3.648 ,  0.06506
   3.649 ,  0.06455
   3.65  ,  0.06548
   3.651 ,  0.06596
   3.652 ,  0.06685
   3.653 ,  0.067
   3.654 ,  0.06649
   3.655 ,  0.06635
   3.656 ,  0.06543
   3.657 ,  0.06537
   3.658 ,  0.06605
   3.659 ,  0.0652
   3.66  ,  0.06454
   3.661 ,  0.06408
   3.662 ,  0.06434
   3.663 ,  0.06428
   3.664 ,  0.06453
   3.665 ,  0.06432
   3.666 ,  0.06397
   3.667 ,  0.06428
   3.668 ,  0.06407
   3.669 ,  0.06397
   3.67  ,  0.06301
   3.671 ,  0.06293
   3.672 ,  0.06341
   3.673 ,  0.06338
   3.674 ,  0.06362
   3.675 ,  0.06375
   3.676 ,  0.06371
   3.677 ,  0.0646
   3.678 ,  0.06495
   3.679 ,  0.06554
   3.68  ,  0.06572
   3.681 ,  0.06494
   3.682 ,  0.06454
   3.683 ,  0.06419
   3.684 ,  0.06499
   3.685 ,  0.06499
   3.686 ,  0.06461
   3.687 ,  0.0646
   3.688 ,  0.0648
   3.689 ,  0.06449
   3.69  ,  0.06384
   3.691 ,  0.06418
   3.692 ,  0.06456
   3.693 ,  0.0649
   3.694 ,  0.06392
   3.695 ,  0.06359
   3.696 ,  0.06377
   3.697 ,  0.0637
   3.698 ,  0.06388
   3.699 ,  0.06391
   3.7   ,  0.06394
   3.701 ,  0.06461
   3.702 ,  0.06393
   3.703 ,  0.06386
   3.704 ,  0.06438
   3.705 ,  0.06434
   3.706 ,  0.06487
   3.707 ,  0.06538
   3.708 ,  0.06559
   3.709 ,  0.06562
   3.71  ,  0.06565
   3.711 ,  0.0652
   3.712 ,  0.06502
   3.713 ,  0.06505
   3.714 ,  0.06393
   3.715 ,  0.06384
   3.716 ,  0.06349
   3.717 ,  0.06321
   3.718 ,  0.06338
   3.719 ,  0.0632
   3.72  ,  0.06386
   3.721 ,  0.06325
   3.722 ,  0.06233
   3.723 ,  0.06246
   3.724 ,  0.06188
   3.725 ,  0.06127
   3.726 ,  0.06154
   3.727 ,  0.06161
   3.728 ,  0.06153
   3.729 ,  0.06216
   3.73  ,  0.06247
   3.731 ,  0.06262
   3.732 ,  0.06279
   3.733 ,  0.06242
   3.734 ,  0.06267
   3.735 ,  0.06248
   3.736 ,  0.06241
   3.737 ,  0.06245
   3.738 ,  0.06216
   3.739 ,  0.06196
   3.74  ,  0.06255
   3.741 ,  0.06254
   3.742 ,  0.06221
   3.743 ,  0.06247
   3.744 ,  0.06174
   3.745 ,  0.06129
   3.746 ,  0.06112
   3.747 ,  0.06043
   3.748 ,  0.06064
   3.749 ,  0.05977
   3.75  ,  0.06013
   3.751 ,  0.06023
   3.752 ,  0.05924
   3.753 ,  0.05947
   3.754 ,  0.05906
   3.755 ,  0.05852
   3.756 ,  0.05859
   3.757 ,  0.05933
   3.758 ,  0.05845
   3.759 ,  0.05812
   3.76  ,  0.05817
   3.761 ,  0.05783
   3.762 ,  0.0579
   3.763 ,  0.05774
   3.764 ,  0.05713
   3.765 ,  0.05715
   3.766 ,  0.05707
   3.767 ,  0.05744
   3.768 ,  0.05775
   3.769 ,  0.05738
   3.77  ,  0.05788
   3.771 ,  0.05767
   3.772 ,  0.05769
   3.773 ,  0.05821
   3.774 ,  0.0574
   3.775 ,  0.0569
   3.776 ,  0.05777
   3.777 ,  0.05781
   3.778 ,  0.05831
   3.779 ,  0.05836
   3.78  ,  0.05802
   3.781 ,  0.05872
   3.782 ,  0.05886
   3.783 ,  0.05885
   3.784 ,  0.05833
   3.785 ,  0.05801
   3.786 ,  0.05715
   3.787 ,  0.05781
   3.788 ,  0.0573
   3.789 ,  0.05727
   3.79  ,  0.05662
   3.791 ,  0.05598
   3.792 ,  0.05624
   3.793 ,  0.05657
   3.794 ,  0.05617
   3.795 ,  0.05599
   3.796 ,  0.05574
   3.797 ,  0.0556
   3.798 ,  0.05623
   3.799 ,  0.0561
   3.8   ,  0.0564
   3.801 ,  0.05634
   3.802 ,  0.05709
   3.803 ,  0.05757
   3.804 ,  0.05795
   3.805 ,  0.05761
   3.806 ,  0.05758
   3.807 ,  0.05785
   3.808 ,  0.05795
   3.809 ,  0.05808
   3.81  ,  0.05782
   3.811 ,  0.05787
   3.812 ,  0.05734
   3.813 ,  0.05683
   3.814 ,  0.05727
   3.815 ,  0.05748
   3.816 ,  0.05743
   3.817 ,  0.05702
   3.818 ,  0.05701
   3.819 ,  0.05662
   3.82  ,  0.05631
   3.821 ,  0.05572
   3.822 ,  0.05521
   3.823 ,  0.05539
   3.824 ,  0.05551
   3.825 ,  0.05516
   3.826 ,  0.05556
   3.827 ,  0.05544
   3.828 ,  0.05587
   3.829 ,  0.05507
   3.83  ,  0.05553
   3.831 ,  0.05596
   3.832 ,  0.05544
   3.833 ,  0.05552
   3.834 ,  0.0549
   3.835 ,  0.05533
   3.836 ,  0.05446
   3.837 ,  0.05448
   3.838 ,  0.05398
   3.839 ,  0.05387
   3.84  ,  0.05397
   3.841 ,  0.05346
   3.842 ,  0.05325
   3.843 ,  0.05327
   3.844 ,  0.0529
   3.845 ,  0.0528
   3.846 ,  0.05314
   3.847 ,  0.05319
   3.848 ,  0.05354
   3.849 ,  0.05338
   3.85  ,  0.05323
   3.851 ,  0.05334
   3.852 ,  0.05388
   3.853 ,  0.05304
   3.854 ,  0.05383
   3.855 ,  0.05408
   3.856 ,  0.05456
   3.857 ,  0.05525
   3.858 ,  0.05519
   3.859 ,  0.05524
   3.86  ,  0.05513
   3.861 ,  0.05531
   3.862 ,  0.05586
   3.863 ,  0.05589
   3.864 ,  0.05577
   3.865 ,  0.05559
   3.866 ,  0.05513
   3.867 ,  0.05506
   3.868 ,  0.0555
   3.869 ,  0.0556
   3.87  ,  0.05516
   3.871 ,  0.05604
   3.872 ,  0.0554
   3.873 ,  0.05552
   3.874 ,  0.05499
   3.875 ,  0.05509
   3.876 ,  0.0552
   3.877 ,  0.05483
   3.878 ,  0.05496
   3.879 ,  0.05533
   3.88  ,  0.05515
   3.881 ,  0.05525
   3.882 ,  0.05498
   3.883 ,  0.05581
   3.884 ,  0.05595
   3.885 ,  0.05614
   3.886 ,  0.05571
   3.887 ,  0.05564
   3.888 ,  0.05622
   3.889 ,  0.05583
   3.89  ,  0.0557
   3.891 ,  0.05532
   3.892 ,  0.05562
   3.893 ,  0.05532
   3.894 ,  0.05538
   3.895 ,  0.05603
   3.896 ,  0.05633
   3.897 ,  0.05603
   3.898 ,  0.05543
   3.899 ,  0.05587
   3.9   ,  0.05558
   3.901 ,  0.05522
   3.902 ,  0.05518
   3.903 ,  0.05547
   3.904 ,  0.05573
   3.905 ,  0.05515
   3.906 ,  0.05421
   3.907 ,  0.05449
   3.908 ,  0.05521
   3.909 ,  0.05553
   3.91  ,  0.05539
   3.911 ,  0.05559
   3.912 ,  0.05611
   3.913 ,  0.05558
   3.914 ,  0.05536
   3.915 ,  0.05529
   3.916 ,  0.05588
   3.917 ,  0.05545
   3.918 ,  0.0556
   3.919 ,  0.05578
   3.92  ,  0.05544
   3.921 ,  0.05492
   3.922 ,  0.05443
   3.923 ,  0.05411
   3.924 ,  0.05429
   3.925 ,  0.05428
   3.926 ,  0.05421
   3.927 ,  0.05442
   3.928 ,  0.05418
   3.929 ,  0.05345
   3.93  ,  0.0528
   3.931 ,  0.05322
   3.932 ,  0.05312
   3.933 ,  0.05277
   3.934 ,  0.05303
   3.935 ,  0.05342
   3.936 ,  0.0538
   3.937 ,  0.05328
   3.938 ,  0.05354
   3.939 ,  0.05397
   3.94  ,  0.0539
   3.941 ,  0.05402
   3.942 ,  0.05448
   3.943 ,  0.05441
   3.944 ,  0.05375
   3.945 ,  0.05301
   3.946 ,  0.05355
   3.947 ,  0.05359
   3.948 ,  0.05424
   3.949 ,  0.05374
   3.95  ,  0.05387
   3.951 ,  0.0546
   3.952 ,  0.05391
   3.953 ,  0.05375
   3.954 ,  0.0534
   3.955 ,  0.05354
   3.956 ,  0.0536
   3.957 ,  0.0536
   3.958 ,  0.05424
   3.959 ,  0.05438
   3.96  ,  0.05438
   3.961 ,  0.05395
   3.962 ,  0.05451
   3.963 ,  0.05543
   3.964 ,  0.05463
   3.965 ,  0.05436
   3.966 ,  0.05426
   3.967 ,  0.05488
   3.968 ,  0.05486
   3.969 ,  0.05484
   3.97  ,  0.05473
   3.971 ,  0.05401
   3.972 ,  0.05365
   3.973 ,  0.05399
   3.974 ,  0.05373
   3.975 ,  0.05303
   3.976 ,  0.05278
   3.977 ,  0.05284
   3.978 ,  0.05248
   3.979 ,  0.0519
   3.98  ,  0.05183
   3.981 ,  0.05135
   3.982 ,  0.05138
   3.983 ,  0.05195
   3.984 ,  0.05102
   3.985 ,  0.05073
   3.986 ,  0.05089
   3.987 ,  0.05045
   3.988 ,  0.05042
   3.989 ,  0.05095
   3.99  ,  0.0506
   3.991 ,  0.0503
   3.992 ,  0.05075
   3.993 ,  0.05031
   3.994 ,  0.04981
   3.995 ,  0.05015
   3.996 ,  0.04963
   3.997 ,  0.04971
   3.998 ,  0.04941
   3.999 ,  0.04941
   4     ,  0.04987
   4.001 ,  0.04906
   4.002 ,  0.04972
   4.003 ,  0.04922
   4.004 ,  0.04898
   4.005 ,  0.04872
   4.006 ,  0.04881
   4.007 ,  0.04907
   4.008 ,  0.04915
   4.009 ,  0.04874
   4.01  ,  0.0485
   4.011 ,  0.04945
   4.012 ,  0.04974
   4.013 ,  0.04939
   4.014 ,  0.04982
   4.015 ,  0.05046
   4.016 ,  0.05019
   4.017 ,  0.0501
   4.018 ,  0.04988
   4.019 ,  0.05061
   4.02  ,  0.05058
   4.021 ,  0.05136
   4.022 ,  0.05153
   4.023 ,  0.0517
   4.024 ,  0.0513
   4.025 ,  0.05098
   4.026 ,  0.05111
   4.027 ,  0.05109
   4.028 ,  0.05128
   4.029 ,  0.0512
   4.03  ,  0.05076
   4.031 ,  0.05094
   4.032 ,  0.05061
   4.033 ,  0.05025
   4.034 ,  0.05011
   4.035 ,  0.04949
   4.036 ,  0.04929
   4.037 ,  0.04877
   4.038 ,  0.04878
   4.039 ,  0.04871
   4.04  ,  0.04897
   4.041 ,  0.04904
   4.042 ,  0.04915
   4.043 ,  0.04865
   4.044 ,  0.04879
   4.045 ,  0.04883
   4.046 ,  0.0484
   4.047 ,  0.04755
   4.048 ,  0.04833
   4.049 ,  0.04865
   4.05  ,  0.04923
   4.051 ,  0.04898
   4.052 ,  0.04888
   4.053 ,  0.04898
   4.054 ,  0.04951
   4.055 ,  0.05008
   4.056 ,  0.04942
   4.057 ,  0.04935
   4.058 ,  0.04853
   4.059 ,  0.04818
   4.06  ,  0.04796
   4.061 ,  0.04861
   4.062 ,  0.04902
   4.063 ,  0.04956
   4.064 ,  0.04914
   4.065 ,  0.05008
   4.066 ,  0.05022
   4.067 ,  0.04977
   4.068 ,  0.04979
   4.069 ,  0.05048
   4.07  ,  0.05068
   4.071 ,  0.05123
   4.072 ,  0.05141
   4.073 ,  0.0514
   4.074 ,  0.05215
   4.075 ,  0.0513
   4.076 ,  0.05121
   4.077 ,  0.05174
   4.078 ,  0.05209
   4.079 ,  0.05184
   4.08  ,  0.05085
   4.081 ,  0.05013
   4.082 ,  0.04989
   4.083 ,  0.04919
   4.084 ,  0.04909
   4.085 ,  0.04882
   4.086 ,  0.04851
   4.087 ,  0.04756
   4.088 ,  0.04738
   4.089 ,  0.04737
   4.09  ,  0.04729
   4.091 ,  0.04734
   4.092 ,  0.04681
   4.093 ,  0.04685
   4.094 ,  0.04763
   4.095 ,  0.04776
   4.096 ,  0.04761
   4.097 ,  0.04707
   4.098 ,  0.04759
   4.099 ,  0.0473
   4.1   ,  0.04801
   4.101 ,  0.04795
   4.102 ,  0.04739
   4.103 ,  0.04766
   4.104 ,  0.0472
   4.105 ,  0.04718
   4.106 ,  0.04713
   4.107 ,  0.04668
   4.108 ,  0.04659
   4.109 ,  0.04583
   4.11  ,  0.04617
   4.111 ,  0.04616
   4.112 ,  0.04581
   4.113 ,  0.04512
   4.114 ,  0.04496
   4.115 ,  0.0452
   4.116 ,  0.04509
   4.117 ,  0.04572
   4.118 ,  0.04546
   4.119 ,  0.04537
   4.12  ,  0.04494
   4.121 ,  0.04466
   4.122 ,  0.04462
   4.123 ,  0.04551
   4.124 ,  0.04572
   4.125 ,  0.04587
   4.126 ,  0.04602
   4.127 ,  0.04654
   4.128 ,  0.04673
   4.129 ,  0.04736
   4.13  ,  0.04688
   4.131 ,  0.04662
   4.132 ,  0.04754
   4.133 ,  0.04812
   4.134 ,  0.04853
   4.135 ,  0.04881
   4.136 ,  0.04902
   4.137 ,  0.04892
   4.138 ,  0.04928
   4.139 ,  0.04886
   4.14  ,  0.04895
   4.141 ,  0.04832
   4.142 ,  0.04886
   4.143 ,  0.04887
   4.144 ,  0.04848
   4.145 ,  0.04872
   4.146 ,  0.04838
   4.147 ,  0.04777
   4.148 ,  0.04807
   4.149 ,  0.04795
   4.15  ,  0.04764
   4.151 ,  0.04748
   4.152 ,  0.04659
   4.153 ,  0.04632
   4.154 ,  0.04573
   4.155 ,  0.04642
   4.156 ,  0.04657
   4.157 ,  0.0468
   4.158 ,  0.04697
   4.159 ,  0.04739
   4.16  ,  0.04649
   4.161 ,  0.04696
   4.162 ,  0.04682
   4.163 ,  0.04643
   4.164 ,  0.04604
   4.165 ,  0.04686
   4.166 ,  0.04649
   4.167 ,  0.04698
   4.168 ,  0.04667
   4.169 ,  0.04661
   4.17  ,  0.0474
   4.171 ,  0.0475
   4.172 ,  0.04751
   4.173 ,  0.04724
   4.174 ,  0.04674
   4.175 ,  0.04651
   4.176 ,  0.04616
   4.177 ,  0.04559
   4.178 ,  0.04561
   4.179 ,  0.04493
   4.18  ,  0.04504
   4.181 ,  0.04512
   4.182 ,  0.04487
   4.183 ,  0.04381
   4.184 ,  0.04435
   4.185 ,  0.04473
   4.186 ,  0.04487
   4.187 ,  0.04513
   4.188 ,  0.04498
   4.189 ,  0.04416
   4.19  ,  0.04398
   4.191 ,  0.04333
   4.192 ,  0.04362
   4.193 ,  0.04377
   4.194 ,  0.04432
   4.195 ,  0.04452
   4.196 ,  0.0449
   4.197 ,  0.04492
   4.198 ,  0.04525
   4.199 ,  0.04541
   4.2   ,  0.04605
   4.201 ,  0.04668
   4.202 ,  0.04669
   4.203 ,  0.04583
   4.204 ,  0.0456
   4.205 ,  0.0449
   4.206 ,  0.04438
   4.207 ,  0.04458
   4.208 ,  0.04511
   4.209 ,  0.04563
   4.21  ,  0.04586
   4.211 ,  0.04581
   4.212 ,  0.04551
   4.213 ,  0.04508
   4.214 ,  0.04482
   4.215 ,  0.04535
   4.216 ,  0.04435
   4.217 ,  0.0442
   4.218 ,  0.04383
   4.219 ,  0.04371
   4.22  ,  0.04304
   4.221 ,  0.04349
   4.222 ,  0.04326
   4.223 ,  0.04318
   4.224 ,  0.04364
   4.225 ,  0.04362
   4.226 ,  0.04386
   4.227 ,  0.04413
   4.228 ,  0.04348
   4.229 ,  0.04347
   4.23  ,  0.04316
   4.231 ,  0.04375
   4.232 ,  0.04381
   4.233 ,  0.04358
   4.234 ,  0.04437
   4.235 ,  0.04406
   4.236 ,  0.04386
   4.237 ,  0.04339
   4.238 ,  0.04414
   4.239 ,  0.04387
   4.24  ,  0.0437
   4.241 ,  0.04423
   4.242 ,  0.04357
   4.243 ,  0.04388
   4.244 ,  0.04333
   4.245 ,  0.0432
   4.246 ,  0.04313
   4.247 ,  0.04322
   4.248 ,  0.04384
   4.249 ,  0.04334
   4.25  ,  0.04387
   4.251 ,  0.04412
   4.252 ,  0.04351
   4.253 ,  0.04368
   4.254 ,  0.04404
   4.255 ,  0.04418
   4.256 ,  0.044
   4.257 ,  0.04374
   4.258 ,  0.04459
   4.259 ,  0.04372
   4.26  ,  0.04462
   4.261 ,  0.04427
   4.262 ,  0.04399
   4.263 ,  0.04339
   4.264 ,  0.04422
   4.265 ,  0.04438
   4.266 ,  0.04447
   4.267 ,  0.04521
   4.268 ,  0.04498
   4.269 ,  0.04493
   4.27  ,  0.04542
   4.271 ,  0.04516
   4.272 ,  0.04496
   4.273 ,  0.04484
   4.274 ,  0.0452
   4.275 ,  0.04527
   4.276 ,  0.04484
   4.277 ,  0.04512
   4.278 ,  0.04441
   4.279 ,  0.04496
   4.28  ,  0.04541
   4.281 ,  0.04613
   4.282 ,  0.04528
   4.283 ,  0.04578
   4.284 ,  0.04581
   4.285 ,  0.04512
   4.286 ,  0.04455
   4.287 ,  0.04357
   4.288 ,  0.04279
   4.289 ,  0.04257
   4.29  ,  0.04234
   4.291 ,  0.04289
   4.292 ,  0.04278
   4.293 ,  0.04292
   4.294 ,  0.04296
   4.295 ,  0.04336
   4.296 ,  0.04336
   4.297 ,  0.0427
   4.298 ,  0.04269
   4.299 ,  0.04236
   4.3   ,  0.04335
   4.301 ,  0.04319
   4.302 ,  0.04284
   4.303 ,  0.04293
   4.304 ,  0.04334
