Time (s) ,Force (N)
   4.305 ,  0.04372
   4.306 ,  0.04459
   4.307 ,  0.04522
   4.308 ,  0.04515
   4.309 ,  0.04507
   4.31  ,  0.04455
   4.311 ,  0.04419
   4.312 ,  0.0439
   4.313 ,  0.04385
   4.314 ,  0.04449
   4.315 ,  0.04425
   4.316 ,  0.04431
   4.317 ,  0.04458
   4.318 ,  0.04461
   4.319 ,  0.04424
   4.32  ,  0.04419
   4.321 ,  0.04477
   4.322 ,  0.04513
   4.323 ,  0.04498
   4.324 ,  0.04416
   4.325 ,  0.04377
   4.326 ,  0.04451
   4.327 ,  0.04478
   4.328 ,  0.04458
   4.329 ,  0.04492
   4.33  ,  0.04559
   4.331 ,  0.04492
   4.332 ,  0.0441
   4.333 ,  0.04514
   4.334 ,  0.04485
   4.335 ,  0.04404
   4.336 ,  0.04398
   4.337 ,  0.04341
   4.338 ,  0.04303
   4.339 ,  0.04245
   4.34  ,  0.04244
   4.341 ,  0.04301
   4.342 ,  0.04366
   4.343 ,  0.04354
   4.344 ,  0.0435
   4.345 ,  0.04314
   4.346 ,  0.04344
   4.347 ,  0.04399
   4.348 ,  0.04322
   4.349 ,  0.04394
   4.35  ,  0.04398
   4.351 ,  0.04323
   4.352 ,  0.04316
   4.353 ,  0.04334
   4.354 ,  0.04246
   4.355 ,  0.04335
   4.356 ,  0.04363
   4.357 ,  0.04384
   4.358 ,  0.04313
   4.359 ,  0.04301
   4.36  ,  0.04302
   4.361 ,  0.04254
   4.362 ,  0.0416
   4.363 ,  0.042
   4.364 ,  0.04216
   4.365 ,  0.04173
   4.366 ,  0.0418
   4.367 ,  0.04201
   4.368 ,  0.04179
   4.369 ,  0.04166
   4.37  ,  0.04138
   4.371 ,  0.04189
   4.372 ,  0.04253
   4.373 ,  0.04255
   4.374 ,  0.04299
   4.375 ,  0.04328
   4.376 ,  0.0435
   4.377 ,  0.0435
   4.378 ,  0.04289
   4.379 ,  0.0434
   4.38  ,  0.04392
   4.381 ,  0.04288
   4.382 ,  0.04286
   4.383 ,  0.04324
   4.384 ,  0.04337
   4.385 ,  0.04325
   4.386 ,  0.04323
   4.387 ,  0.04331
   4.388 ,  0.04388
   4.389 ,  0.04309
   4.39  ,  0.04281
   4.391 ,  0.04277
   4.392 ,  0.04195
   4.393 ,  0.04094
   4.394 ,  0.04119
   4.395 ,  0.04063
   4.396 ,  0.0413
   4.397 ,  0.04111
   4.398 ,  0.04136
   4.399 ,  0.04197
   4.4   ,  0.04158
   4.401 ,  0.04078
   4.402 ,  0.04125
   4.403 ,  0.04117
   4.404 ,  0.04161
   4.405 ,  0.0417
   4.406 ,  0.0419
   4.407 ,  0.04261
   4.408 ,  0.04308
   4.409 ,  0.04277
   4.41  ,  0.04289
   4.411 ,  0.04351
   4.412 ,  0.04282
   4.413 ,  0.04337
   4.414 ,  0.04331
   4.415 ,  0.04362
   4.416 ,  0.04281
   4.417 ,  0.04274
   4.418 ,  0.04344
   4.419 ,  0.04381
   4.42  ,  0.04331
   4.421 ,  0.04313
   4.422 ,  0.04276
   4.423 ,  0.04244
   4.424 ,  0.04197
   4.425 ,  0.04168
   4.426 ,  0.04063
   4.427 ,  0.04008
   4.428 ,  0.04078
   4.429 ,  0.04085
   4.43  ,  0.04162
   4.431 ,  0.04129
   4.432 ,  0.0414
   4.433 ,  0.04165
   4.434 ,  0.0424
   4.435 ,  0.04287
   4.436 ,  0.04208
   4.437 ,  0.04238
   4.438 ,  0.04251
   4.439 ,  0.04269
   4.44  ,  0.04281
   4.441 ,  0.04351
   4.442 ,  0.0431
   4.443 ,  0.04354
   4.444 ,  0.04428
   4.445 ,  0.0443
   4.446 ,  0.04332
   4.447 ,  0.0433
   4.448 ,  0.04276
   4.449 ,  0.04253
   4.45  ,  0.04229
   4.451 ,  0.04214
   4.452 ,  0.04215
   4.453 ,  0.04167
   4.454 ,  0.04141
   4.455 ,  0.04163
   4.456 ,  0.04139
   4.457 ,  0.04103
   4.458 ,  0.04099
   4.459 ,  0.04029
   4.46  ,  0.04025
   4.461 ,  0.04017
   4.462 ,  0.03949
   4.463 ,  0.0395
   4.464 ,  0.03983
   4.465 ,  0.03913
   4.466 ,  0.03899
   4.467 ,  0.03932
   4.468 ,  0.03861
   4.469 ,  0.03864
   4.47  ,  0.0388
   4.471 ,  0.03889
   4.472 ,  0.03905
   4.473 ,  0.0383
   4.474 ,  0.03823
   4.475 ,  0.03804
   4.476 ,  0.03787
   4.477 ,  0.03826
   4.478 ,  0.0388
   4.479 ,  0.03837
   4.48  ,  0.03839
   4.481 ,  0.03905
   4.482 ,  0.03876
   4.483 ,  0.0392
   4.484 ,  0.03907
   4.485 ,  0.03876
   4.486 ,  0.03873
   4.487 ,  0.03786
   4.488 ,  0.03691
   4.489 ,  0.03659
   4.49  ,  0.03737
   4.491 ,  0.03751
   4.492 ,  0.03714
   4.493 ,  0.03712
   4.494 ,  0.03712
   4.495 ,  0.03749
   4.496 ,  0.03735
   4.497 ,  0.0371
   4.498 ,  0.03748
   4.499 ,  0.03678
   4.5   ,  0.03671
   4.501 ,  0.0365
   4.502 ,  0.03708
   4.503 ,  0.03768
   4.504 ,  0.03822
   4.505 ,  0.03844
   4.506 ,  0.03876
   4.507 ,  0.03887
   4.508 ,  0.03856
   4.509 ,  0.03831
   4.51  ,  0.03894
   4.511 ,  0.0389
   4.512 ,  0.03971
   4.513 ,  0.03925
   4.514 ,  0.0391
   4.515 ,  0.03968
   4.516 ,  0.03996
   4.517 ,  0.04016
   4.518 ,  0.04063
   4.519 ,  0.04026
   4.52  ,  0.03961
   4.521 ,  0.0391
   4.522 ,  0.03905
   4.523 ,  0.03905
   4.524 ,  0.03871
   4.525 ,  0.03916
   4.526 ,  0.03847
   4.527 ,  0.03905
   4.528 ,  0.03853
   4.529 ,  0.03911
   4.53  ,  0.03878
   4.531 ,  0.03852
   4.532 ,  0.0382
   4.533 ,  0.03747
   4.534 ,  0.03739
   4.535 ,  0.03705
   4.536 ,  0.03663
   4.537 ,  0.03702
   4.538 ,  0.03771
   4.539 ,  0.03755
   4.54  ,  0.03788
   4.541 ,  0.03871
   4.542 ,  0.03891
   4.543 ,  0.03869
   4.544 ,  0.03884
   4.545 ,  0.03819
   4.546 ,  0.03906
   4.547 ,  0.03895
   4.548 ,  0.03866
   4.549 ,  0.0385
   4.55  ,  0.0392
   4.551 ,  0.03931
   4.552 ,  0.03901
   4.553 ,  0.03937
   4.554 ,  0.04009
   4.555 ,  0.03973
   4.556 ,  0.03902
   4.557 ,  0.03915
   4.558 ,  0.0392
   4.559 ,  0.03848
   4.56  ,  0.03841
   4.561 ,  0.03825
   4.562 ,  0.03868
   4.563 ,  0.0389
   4.564 ,  0.03891
   4.565 ,  0.03845
   4.566 ,  0.03866
   4.567 ,  0.03954
   4.568 ,  0.03944
   4.569 ,  0.03995
   4.57  ,  0.04017
   4.571 ,  0.04073
   4.572 ,  0.04032
   4.573 ,  0.04092
   4.574 ,  0.04138
   4.575 ,  0.04154
   4.576 ,  0.04063
   4.577 ,  0.04111
   4.578 ,  0.04175
   4.579 ,  0.04183
   4.58  ,  0.04198
   4.581 ,  0.0419
   4.582 ,  0.04117
   4.583 ,  0.04131
   4.584 ,  0.04146
   4.585 ,  0.04148
   4.586 ,  0.04174
   4.587 ,  0.04111
   4.588 ,  0.04132
   4.589 ,  0.04083
   4.59  ,  0.04046
   4.591 ,  0.04068
   4.592 ,  0.04036
   4.593 ,  0.03985
   4.594 ,  0.04068
   4.595 ,  0.03989
   4.596 ,  0.03991
   4.597 ,  0.04003
   4.598 ,  0.03975
   4.599 ,  0.04034
   4.6   ,  0.04008
   4.601 ,  0.04002
   4.602 ,  0.0393
   4.603 ,  0.03873
   4.604 ,  0.03885
   4.605 ,  0.03965
   4.606 ,  0.03918
   4.607 ,  0.03907
   4.608 ,  0.03924
   4.609 ,  0.0388
   4.61  ,  0.03869
   4.611 ,  0.0386
   4.612 ,  0.03787
   4.613 ,  0.03865
   4.614 ,  0.03836
   4.615 ,  0.03817
   4.616 ,  0.03834
   4.617 ,  0.03812
   4.618 ,  0.03871
   4.619 ,  0.03869
   4.62  ,  0.03919
   4.621 ,  0.03981
   4.622 ,  0.03943
   4.623 ,  0.0391
   4.624 ,  0.03884
   4.625 ,  0.03894
   4.626 ,  0.03909
   4.627 ,  0.03921
   4.628 ,  0.03944
   4.629 ,  0.04022
   4.63  ,  0.04102
   4.631 ,  0.0411
   4.632 ,  0.04062
   4.633 ,  0.04026
   4.634 ,  0.03973
   4.635 ,  0.03958
   4.636 ,  0.03971
   4.637 ,  0.03953
   4.638 ,  0.03902
   4.639 ,  0.03882
   4.64  ,  0.03916
   4.641 ,  0.03884
   4.642 ,  0.03928
   4.643 ,  0.0396
   4.644 ,  0.03973
   4.645 ,  0.03997
   4.646 ,  0.03986
   4.647 ,  0.03916
   4.648 ,  0.03899
   4.649 ,  0.03905
   4.65  ,  0.03895
   4.651 ,  0.03951
   4.652 ,  0.03976
   4.653 ,  0.03969
   4.654 ,  0.03894
   4.655 ,  0.03922
   4.656 ,  0.0401
   4.657 ,  0.0402
   4.658 ,  0.03931
   4.659 ,  0.03967
   4.66  ,  0.03929
   4.661 ,  0.03865
   4.662 ,  0.03886
   4.663 ,  0.03811
   4.664 ,  0.03776
   4.665 ,  0.03798
   4.666 ,  0.03745
   4.667 ,  0.03646
   4.668 ,  0.03716
   4.669 ,  0.03727
   4.67  ,  0.03682
   4.671 ,  0.03638
   4.672 ,  0.03687
   4.673 ,  0.03664
   4.674 ,  0.0359
   4.675 ,  0.03566
   4.676 ,  0.03645
   4.677 ,  0.03678
   4.678 ,  0.03672
   4.679 ,  0.0375
   4.68  ,  0.0375
   4.681 ,  0.03814
   4.682 ,  0.03844
   4.683 ,  0.03861
   4.684 ,  0.0392
   4.685 ,  0.03946
   4.686 ,  0.03962
   4.687 ,  0.03908
   4.688 ,  0.03941
   4.689 ,  0.0394
   4.69  ,  0.03953
   4.691 ,  0.03915
   4.692 ,  0.03969
   4.693 ,  0.03913
   4.694 ,  0.03917
   4.695 ,  0.03845
   4.696 ,  0.03906
   4.697 ,  0.03871
   4.698 ,  0.03794
   4.699 ,  0.03746
   4.7   ,  0.03741
   4.701 ,  0.03778
   4.702 ,  0.03763
   4.703 ,  0.03757
   4.704 ,  0.03729
   4.705 ,  0.0369
   4.706 ,  0.03698
   4.707 ,  0.0375
   4.708 ,  0.03712
   4.709 ,  0.03781
   4.71  ,  0.03715
   4.711 ,  0.03712
   4.712 ,  0.03712
   4.713 ,  0.03775
   4.714 ,  0.03712
   4.715 ,  0.03646
   4.716 ,  0.0374
   4.717 ,  0.03711
   4.718 ,  0.03752
   4.719 ,  0.03699
   4.72  ,  0.03693
   4.721 ,  0.03675
   4.722 ,  0.03701
   4.723 ,  0.03763
   4.724 ,  0.03794
   4.725 ,  0.03749
   4.726 ,  0.03809
   4.727 ,  0.03815
   4.728 ,  0.03888
   4.729 ,  0.03967
   4.73  ,  0.03864
   4.731 ,  0.03797
   4.732 ,  0.03867
   4.733 ,  0.03881
   4.734 ,  0.03884
   4.735 ,  0.03916
   4.736 ,  0.03891
   4.737 ,  0.03931
   4.738 ,  0.03857
   4.739 ,  0.03927
   4.74  ,  0.03901
   4.741 ,  0.03908
   4.742 ,  0.03901
   4.743 ,  0.03954
   4.744 ,  0.03879
   4.745 ,  0.03856
   4.746 ,  0.03838
   4.747 ,  0.03755
   4.748 ,  0.03766
   4.749 ,  0.03822
   4.75  ,  0.03749
   4.751 ,  0.03784
   4.752 ,  0.03767
   4.753 ,  0.03774
   4.754 ,  0.0379
   4.755 ,  0.03721
   4.756 ,  0.03752
   4.757 ,  0.0377
   4.758 ,  0.0372
   4.759 ,  0.03674
   4.76  ,  0.03673
   4.761 ,  0.0367
   4.762 ,  0.03727
   4.763 ,  0.03701
   4.764 ,  0.037
   4.765 ,  0.03733
   4.766 ,  0.03743
   4.767 ,  0.03701
   4.768 ,  0.03715
   4.769 ,  0.03704
   4.77  ,  0.03711
   4.771 ,  0.03735
   4.772 ,  0.03726
   4.773 ,  0.03715
   4.774 ,  0.03764
   4.775 ,  0.03716
   4.776 ,  0.03702
   4.777 ,  0.03686
   4.778 ,  0.03704
   4.779 ,  0.03686
   4.78  ,  0.03684
   4.781 ,  0.03676
   4.782 ,  0.03625
   4.783 ,  0.0366
   4.784 ,  0.03709
   4.785 ,  0.03738
   4.786 ,  0.03754
   4.787 ,  0.03807
   4.788 ,  0.03808
   4.789 ,  0.03802
   4.79  ,  0.03806
   4.791 ,  0.03826
   4.792 ,  0.0384
   4.793 ,  0.03859
   4.794 ,  0.03918
   4.795 ,  0.03978
   4.796 ,  0.03982
   4.797 ,  0.0399
   4.798 ,  0.04008
   4.799 ,  0.0405
   4.8   ,  0.04134
   4.801 ,  0.04135
   4.802 ,  0.04065
   4.803 ,  0.04032
   4.804 ,  0.04009
   4.805 ,  0.04007
   4.806 ,  0.03922
   4.807 ,  0.03884
   4.808 ,  0.03916
   4.809 ,  0.03967
   4.81  ,  0.03882
   4.811 ,  0.03826
   4.812 ,  0.03836
   4.813 ,  0.03844
   4.814 ,  0.03781
   4.815 ,  0.03749
   4.816 ,  0.0369
   4.817 ,  0.03678
   4.818 ,  0.03616
   4.819 ,  0.03554
   4.82  ,  0.03549
   4.821 ,  0.0351
   4.822 ,  0.03524
   4.823 ,  0.03447
   4.824 ,  0.0352
   4.825 ,  0.03567
   4.826 ,  0.03516
   4.827 ,  0.03448
   4.828 ,  0.03527
   4.829 ,  0.03505
   4.83  ,  0.03494
   4.831 ,  0.03453
   4.832 ,  0.03428
   4.833 ,  0.03459
   4.834 ,  0.03495
   4.835 ,  0.03445
   4.836 ,  0.03457
   4.837 ,  0.03524
   4.838 ,  0.03597
   4.839 ,  0.03685
   4.84  ,  0.03641
   4.841 ,  0.03658
   4.842 ,  0.03666
   4.843 ,  0.03589
   4.844 ,  0.0356
   4.845 ,  0.03567
   4.846 ,  0.03505
   4.847 ,  0.03533
   4.848 ,  0.03504
   4.849 ,  0.03488
   4.85  ,  0.03488
   4.851 ,  0.03522
   4.852 ,  0.03548
   4.853 ,  0.03626
   4.854 ,  0.03652
   4.855 ,  0.0363
   4.856 ,  0.03624
   4.857 ,  0.0355
   4.858 ,  0.03543
   4.859 ,  0.03503
   4.86  ,  0.03448
   4.861 ,  0.03541
   4.862 ,  0.0354
   4.863 ,  0.03563
   4.864 ,  0.03609
   4.865 ,  0.03614
   4.866 ,  0.03623
   4.867 ,  0.03616
   4.868 ,  0.03633
   4.869 ,  0.0362
   4.87  ,  0.03576
   4.871 ,  0.03577
   4.872 ,  0.03548
   4.873 ,  0.03505
   4.874 ,  0.03454
   4.875 ,  0.03496
   4.876 ,  0.0349
   4.877 ,  0.03516
   4.878 ,  0.03523
   4.879 ,  0.03427
   4.88  ,  0.03444
   4.881 ,  0.03433
   4.882 ,  0.03378
   4.883 ,  0.03406
   4.884 ,  0.03386
   4.885 ,  0.03438
   4.886 ,  0.03458
   4.887 ,  0.03429
   4.888 ,  0.0347
   4.889 ,  0.03466
   4.89  ,  0.03471
   4.891 ,  0.0351
   4.892 ,  0.03561
   4.893 ,  0.03591
   4.894 ,  0.03668
   4.895 ,  0.03699
   4.896 ,  0.03694
   4.897 ,  0.03731
   4.898 ,  0.03706
   4.899 ,  0.03779
   4.9   ,  0.0384
   4.901 ,  0.03792
   4.902 ,  0.03841
   4.903 ,  0.0386
   4.904 ,  0.03832
   4.905 ,  0.03817
   4.906 ,  0.03721
   4.907 ,  0.03641
   4.908 ,  0.03606
   4.909 ,  0.03637
   4.91  ,  0.03561
   4.911 ,  0.0347
   4.912 ,  0.03419
   4.913 ,  0.03447
   4.914 ,  0.03405
   4.915 ,  0.03436
   4.916 ,  0.03458
   4.917 ,  0.0336
   4.918 ,  0.03366
   4.919 ,  0.03365
   4.92  ,  0.03379
   4.921 ,  0.03292
   4.922 ,  0.03357
   4.923 ,  0.034
   4.924 ,  0.03453
   4.925 ,  0.0354
   4.926 ,  0.03549
   4.927 ,  0.03538
   4.928 ,  0.03632
   4.929 ,  0.03732
   4.93  ,  0.03758
   4.931 ,  0.03774
   4.932 ,  0.03807
   4.933 ,  0.03761
   4.934 ,  0.03789
   4.935 ,  0.03864
   4.936 ,  0.03772
   4.937 ,  0.03788
   4.938 ,  0.03729
   4.939 ,  0.03733
   4.94  ,  0.0368
   4.941 ,  0.03615
   4.942 ,  0.03622
   4.943 ,  0.03551
   4.944 ,  0.03545
   4.945 ,  0.03544
   4.946 ,  0.03487
   4.947 ,  0.03435
   4.948 ,  0.03407
   4.949 ,  0.03347
   4.95  ,  0.03384
   4.951 ,  0.03443
   4.952 ,  0.03436
   4.953 ,  0.03407
   4.954 ,  0.03459
   4.955 ,  0.03513
   4.956 ,  0.03484
   4.957 ,  0.03523
   4.958 ,  0.0353
   4.959 ,  0.03521
   4.96  ,  0.03547
   4.961 ,  0.0353
   4.962 ,  0.03505
   4.963 ,  0.03417
   4.964 ,  0.0346
   4.965 ,  0.03455
   4.966 ,  0.03468
   4.967 ,  0.03522
   4.968 ,  0.0348
   4.969 ,  0.0348
   4.97  ,  0.03447
   4.971 ,  0.03402
   4.972 ,  0.03447
   4.973 ,  0.03406
   4.974 ,  0.03415
   4.975 ,  0.03396
   4.976 ,  0.03421
   4.977 ,  0.03453
   4.978 ,  0.03396
   4.979 ,  0.03412
   4.98  ,  0.03496
   4.981 ,  0.03491
   4.982 ,  0.03425
   4.983 ,  0.03431
   4.984 ,  0.03448
   4.985 ,  0.0345
   4.986 ,  0.03513
   4.987 ,  0.03434
   4.988 ,  0.03498
   4.989 ,  0.03537
   4.99  ,  0.03528
   4.991 ,  0.03494
   4.992 ,  0.03539
   4.993 ,  0.03601
   4.994 ,  0.03544
   4.995 ,  0.03504
   4.996 ,  0.03527
   4.997 ,  0.03597
   4.998 ,  0.03538
   4.999 ,  0.03595
   5     ,  0.03648
   5.001 ,  0.03624
   5.002 ,  0.03595
   5.003 ,  0.03558
   5.004 ,  0.03467
   5.005 ,  0.03515
   5.006 ,  0.03465
   5.007 ,  0.0344
   5.008 ,  0.03414
   5.009 ,  0.03437
   5.01  ,  0.0338
   5.011 ,  0.03351
   5.012 ,  0.03433
   5.013 ,  0.03475
   5.014 ,  0.03503
   5.015 ,  0.03424
   5.016 ,  0.03433
   5.017 ,  0.03375
   5.018 ,  0.03397
   5.019 ,  0.03372
   5.02  ,  0.03448
   5.021 ,  0.0339
   5.022 ,  0.03456
   5.023 ,  0.03415
   5.024 ,  0.03466
   5.025 ,  0.03448
   5.026 ,  0.03426
   5.027 ,  0.03456
   5.028 ,  0.03536
   5.029 ,  0.03486
   5.03  ,  0.03471
   5.031 ,  0.0348
   5.032 ,  0.03398
   5.033 ,  0.03469
   5.034 ,  0.03502
   5.035 ,  0.03507
   5.036 ,  0.03483
   5.037 ,  0.03517
   5.038 ,  0.03465
   5.039 ,  0.03528
   5.04  ,  0.03536
   5.041 ,  0.03574
   5.042 ,  0.03595
   5.043 ,  0.03648
   5.044 ,  0.03594
   5.045 ,  0.03572
   5.046 ,  0.03573
   5.047 ,  0.03571
   5.048 ,  0.03535
   5.049 ,  0.03533
   5.05  ,  0.03534
   5.051 ,  0.03534
   5.052 ,  0.03466
   5.053 ,  0.03496
   5.054 ,  0.03432
   5.055 ,  0.0347
   5.056 ,  0.03517
   5.057 ,  0.03534
   5.058 ,  0.03555
   5.059 ,  0.03557
   5.06  ,  0.03536
   5.061 ,  0.03509
   5.062 ,  0.0356
   5.063 ,  0.03609
   5.064 ,  0.03564
   5.065 ,  0.03583
   5.066 ,  0.03564
   5.067 ,  0.03533
   5.068 ,  0.03525
   5.069 ,  0.03477
   5.07  ,  0.03464
   5.071 ,  0.03424
   5.072 ,  0.03491
   5.073 ,  0.03506
   5.074 ,  0.03459
   5.075 ,  0.03381
   5.076 ,  0.03385
   5.077 ,  0.03414
   5.078 ,  0.03432
   5.079 ,  0.0341
   5.08  ,  0.0343
   5.081 ,  0.03391
   5.082 ,  0.03386
   5.083 ,  0.03426
   5.084 ,  0.03454
   5.085 ,  0.03483
   5.086 ,  0.03504
   5.087 ,  0.03485
   5.088 ,  0.03583
   5.089 ,  0.03602
   5.09  ,  0.03558
   5.091 ,  0.03567
   5.092 ,  0.03607
   5.093 ,  0.03605
   5.094 ,  0.03516
   5.095 ,  0.03437
   5.096 ,  0.03376
   5.097 ,  0.03369
   5.098 ,  0.03363
   5.099 ,  0.03335
   5.1   ,  0.03329
   5.101 ,  0.03253
   5.102 ,  0.03269
   5.103 ,  0.03235
   5.104 ,  0.03259
   5.105 ,  0.03279
   5.106 ,  0.03202
   5.107 ,  0.0321
   5.108 ,  0.03283
   5.109 ,  0.03231
   5.11  ,  0.03152
   5.111 ,  0.03165
   5.112 ,  0.03218
   5.113 ,  0.03236
   5.114 ,  0.03293
   5.115 ,  0.03315
   5.116 ,  0.03338
   5.117 ,  0.03386
   5.118 ,  0.03387
   5.119 ,  0.03425
   5.12  ,  0.03364
   5.121 ,  0.03393
   5.122 ,  0.03351
   5.123 ,  0.0338
   5.124 ,  0.03432
   5.125 ,  0.03453
   5.126 ,  0.03419
   5.127 ,  0.03379
   5.128 ,  0.03459
   5.129 ,  0.03515
   5.13  ,  0.03471
   5.131 ,  0.03535
   5.132 ,  0.03433
   5.133 ,  0.03506
   5.134 ,  0.0342
   5.135 ,  0.03418
   5.136 ,  0.0343
   5.137 ,  0.03417
   5.138 ,  0.03488
   5.139 ,  0.03512
   5.14  ,  0.03597
   5.141 ,  0.03539
   5.142 ,  0.0348
   5.143 ,  0.03469
   5.144 ,  0.0344
   5.145 ,  0.03468
   5.146 ,  0.03432
   5.147 ,  0.03392
   5.148 ,  0.0342
   5.149 ,  0.03359
   5.15  ,  0.0345
   5.151 ,  0.0338
   5.152 ,  0.03413
   5.153 ,  0.03389
   5.154 ,  0.0342
   5.155 ,  0.03393
   5.156 ,  0.03331
   5.157 ,  0.03314
   5.158 ,  0.03289
   5.159 ,  0.03347
   5.16  ,  0.03397
   5.161 ,  0.03407
   5.162 ,  0.0343
   5.163 ,  0.03471
   5.164 ,  0.03402
   5.165 ,  0.03364
   5.166 ,  0.03314
   5.167 ,  0.03309
   5.168 ,  0.03296
   5.169 ,  0.03298
   5.17  ,  0.03275
   5.171 ,  0.03293
   5.172 ,  0.03296
   5.173 ,  0.03277
   5.174 ,  0.03268
   5.175 ,  0.03286
   5.176 ,  0.03297
   5.177 ,  0.03286
   5.178 ,  0.03233
   5.179 ,  0.03191
   5.18  ,  0.03222
   5.181 ,  0.03205
   5.182 ,  0.03277
   5.183 ,  0.03359
   5.184 ,  0.03381
   5.185 ,  0.0335
   5.186 ,  0.03348
   5.187 ,  0.03407
   5.188 ,  0.0345
   5.189 ,  0.03407
   5.19  ,  0.03407
   5.191 ,  0.03438
   5.192 ,  0.03435
   5.193 ,  0.0337
   5.194 ,  0.03337
   5.195 ,  0.03344
   5.196 ,  0.03382
   5.197 ,  0.03407
   5.198 ,  0.03329
   5.199 ,  0.03281
   5.2   ,  0.033
   5.201 ,  0.0331
   5.202 ,  0.03318
   5.203 ,  0.03399
   5.204 ,  0.03329
   5.205 ,  0.03235
   5.206 ,  0.03221
   5.207 ,  0.03238
   5.208 ,  0.03181
   5.209 ,  0.03247
   5.21  ,  0.03286
   5.211 ,  0.03318
   5.212 ,  0.03336
   5.213 ,  0.03327
   5.214 ,  0.03375
   5.215 ,  0.03443
   5.216 ,  0.03434
   5.217 ,  0.03499
   5.218 ,  0.03412
   5.219 ,  0.03419
   5.22  ,  0.03442
   5.221 ,  0.03433
   5.222 ,  0.03523
   5.223 ,  0.0354
   5.224 ,  0.03516
   5.225 ,  0.03529
   5.226 ,  0.03499
   5.227 ,  0.0342
   5.228 ,  0.03439
   5.229 ,  0.03434
   5.23  ,  0.03374
   5.231 ,  0.03346
   5.232 ,  0.03252
   5.233 ,  0.03216
   5.234 ,  0.0325
   5.235 ,  0.03192
   5.236 ,  0.03237
   5.237 ,  0.03146
   5.238 ,  0.03192
   5.239 ,  0.03147
   5.24  ,  0.03061
   5.241 ,  0.03139
   5.242 ,  0.03117
   5.243 ,  0.03096
   5.244 ,  0.03195
   5.245 ,  0.03238
   5.246 ,  0.03256
   5.247 ,  0.03305
   5.248 ,  0.03334
   5.249 ,  0.03332
   5.25  ,  0.03337
   5.251 ,  0.0333
   5.252 ,  0.03364
   5.253 ,  0.03338
   5.254 ,  0.03345
   5.255 ,  0.0339
   5.256 ,  0.03367
   5.257 ,  0.03388
   5.258 ,  0.03386
   5.259 ,  0.03312
   5.26  ,  0.03407
   5.261 ,  0.0347
   5.262 ,  0.03471
   5.263 ,  0.03418
   5.264 ,  0.03393
   5.265 ,  0.03377
   5.266 ,  0.03397
   5.267 ,  0.03453
   5.268 ,  0.03501
   5.269 ,  0.03472
   5.27  ,  0.03473
   5.271 ,  0.03485
   5.272 ,  0.03453
   5.273 ,  0.03437
   5.274 ,  0.03353
   5.275 ,  0.03335
   5.276 ,  0.03401
   5.277 ,  0.03436
   5.278 ,  0.03403
   5.279 ,  0.03333
   5.28  ,  0.03327
   5.281 ,  0.03363
   5.282 ,  0.03392
   5.283 ,  0.03352
   5.284 ,  0.03325
   5.285 ,  0.03324
   5.286 ,  0.03309
   5.287 ,  0.03298
   5.288 ,  0.03277
   5.289 ,  0.03294
   5.29  ,  0.0334
   5.291 ,  0.03328
   5.292 ,  0.03378
   5.293 ,  0.03446
   5.294 ,  0.03391
   5.295 ,  0.03404
   5.296 ,  0.03379
   5.297 ,  0.03389
   5.298 ,  0.03313
   5.299 ,  0.03376
   5.3   ,  0.03297
   5.301 ,  0.03312
   5.302 ,  0.03378
   5.303 ,  0.0336
   5.304 ,  0.03423
   5.305 ,  0.03469
   5.306 ,  0.0348
   5.307 ,  0.0353
   5.308 ,  0.03474
   5.309 ,  0.03515
   5.31  ,  0.03505
   5.311 ,  0.03435
   5.312 ,  0.0341
   5.313 ,  0.03418
   5.314 ,  0.03434
   5.315 ,  0.03461
   5.316 ,  0.0349
   5.317 ,  0.03477
   5.318 ,  0.03551
   5.319 ,  0.03583
   5.32  ,  0.03486
   5.321 ,  0.03448
   5.322 ,  0.03361
   5.323 ,  0.03394
   5.324 ,  0.03325
   5.325 ,  0.03274
   5.326 ,  0.0336
   5.327 ,  0.03312
   5.328 ,  0.03271
   5.329 ,  0.03268
   5.33  ,  0.03359
   5.331 ,  0.03334
   5.332 ,  0.03362
   5.333 ,  0.03306
   5.334 ,  0.03322
   5.335 ,  0.03311
   5.336 ,  0.0331
   5.337 ,  0.03242
   5.338 ,  0.03305
   5.339 ,  0.03347
   5.34  ,  0.03355
   5.341 ,  0.03281
   5.342 ,  0.03339
   5.343 ,  0.03314
   5.344 ,  0.03224
   5.345 ,  0.03231
   5.346 ,  0.03323
   5.347 ,  0.03368
   5.348 ,  0.03311
   5.349 ,  0.0328
   5.35  ,  0.03253
   5.351 ,  0.03299
   5.352 ,  0.03229
   5.353 ,  0.03162
   5.354 ,  0.03085
   5.355 ,  0.03077
   5.356 ,  0.03028
   5.357 ,  0.03026
   5.358 ,  0.03106
   5.359 ,  0.031
   5.36  ,  0.03043
   5.361 ,  0.03028
   5.362 ,  0.03061
   5.363 ,  0.03096
   5.364 ,  0.03065
   5.365 ,  0.03092
   5.366 ,  0.03131
   5.367 ,  0.03152
   5.368 ,  0.03146
   5.369 ,  0.03137
   5.37  ,  0.03176
   5.371 ,  0.03247
   5.372 ,  0.03343
   5.373 ,  0.0339
   5.374 ,  0.03395
   5.375 ,  0.03366
   5.376 ,  0.03352
   5.377 ,  0.03401
   5.378 ,  0.03481
   5.379 ,  0.03541
   5.38  ,  0.03514
