Time_s,VideoAnalysis: X (m),Distance_m,VideoAnalysis: X Velocity (m/s),VideoAnalysis: Y Velocity (m/s)
17.516667,0.443178,0.276456,0.067203,0.714322
17.550000,0.442070,0.296436,0.006905,0.601011
17.583333,0.440961,0.316416,0.014482,0.490500
17.616667,0.443444,0.328923,0.015921,0.385415
17.650000,0.442219,0.341489,0.014464,0.292735
17.683333,0.444643,0.350289,0.006004,0.147635
17.716667,0.443244,0.351734,-0.018097,-0.009580
17.750000,0.441786,0.349471,-0.005028,-0.161199
17.783333,0.443919,0.339735,-0.019230,-0.278399
17.816667,0.442345,0.330058,-0.079383,-0.370156
17.850000,0.437005,0.316731,-0.099958,-0.499616
17.883333,0.435256,0.295933,-0.107884,-0.610734
17.916667,0.429800,0.275192,-0.112430,-0.703365
17.950000,0.427992,0.250686,-0.120647,-0.833019
17.983333,0.422361,0.218824,-0.143923,-0.937716
18.016667,0.416730,0.186962,-0.126503,-1.009061
18.050000,0.414748,0.151334,-0.133653,-1.070750
18.083333,0.409059,0.115765,-0.174785,-1.131905
18.116667,0.403312,0.076489,-0.222241,-1.202231
18.150000,0.393799,0.033563,-0.256466,-1.217144
18.183333,0.384344,-0.005655,-0.240728,-1.198851
18.216667,0.378597,-0.044931,-0.240874,-1.208119
18.250000,0.369084,-0.087857,-0.258827,-1.170756
18.283333,0.359688,-0.123368,-0.236377,-1.118577
18.316667,0.353940,-0.162644,-0.229227,-1.056888
18.350000,0.344602,-0.194448,-0.227965,-0.976566
18.383333,0.338971,-0.226310,-0.233416,-0.930129
18.416667,0.329633,-0.258114,-0.253585,-0.837110
18.450000,0.320411,-0.282504,-0.230260,-0.729324
18.483333,0.314897,-0.306951,-0.222237,-0.612027
18.516667,0.305792,-0.323927,-0.220101,-0.476098
18.550000,0.300452,-0.337253,-0.224630,-0.370964
18.583333,0.291405,-0.350521,-0.243876,-0.219248
18.616667,0.282533,-0.352667,-0.222671,-0.049627
18.650000,0.277426,-0.351165,-0.221069,0.052320
18.683333,0.268612,-0.349604,-0.237906,0.160737
18.716667,0.259915,-0.340629,-0.214533,0.271613
18.750000,0.254925,-0.331712,-0.206510,0.388910
18.783333,0.246344,-0.315323,-0.204423,0.521750
18.816667,0.241529,-0.295284,-0.209193,0.611437
18.850000,0.233006,-0.275188,-0.229168,0.716813
18.883333,0.224600,-0.247677,-0.205796,0.827689
18.916667,0.219901,-0.220224,-0.194732,0.941848
18.950000,0.211611,-0.185299,-0.180530,1.059047
18.983333,0.207087,-0.146725,-0.145965,1.095585
19.016667,0.202505,-0.111858,-0.127186,1.110741
19.050000,0.197980,-0.073284,-0.092864,1.131832
19.083333,0.197163,-0.034768,-0.077757,1.109964
19.116667,0.192581,0.000099,-0.056229,1.103445
19.150000,0.191764,0.038615,0.005518,1.097871
19.183333,0.194596,0.073366,0.023823,1.088393
19.216667,0.193779,0.111882,0.026313,1.056402
19.251667,0.196611,0.146632,0.022325,0.988542
19.283333,0.195677,0.177734,0.011672,0.915082
19.318333,0.194744,0.208835,0.071088,0.809100
19.351667,0.201108,0.232406,0.116487,0.714526
19.385000,0.203765,0.256035,0.127748,0.626923
19.418333,0.210071,0.275899,0.122753,0.498069
19.451667,0.212554,0.288406,0.102470,0.387145
19.485000,0.215036,0.300914,0.131907,0.293980
19.518333,0.221167,0.309656,0.169980,0.160509
19.551667,0.227182,0.310984,0.189761,0.042775
19.585000,0.233197,0.312311,0.221947,-0.072064
19.618333,0.242802,0.306166,0.229371,-0.189603
19.651667,0.248701,0.300080,0.227332,-0.319354
19.685000,0.258190,0.286520,0.218435,-0.492258
19.718333,0.263855,0.265605,0.194771,-0.621670
19.751667,0.269520,0.244690,0.214649,-0.733225
19.785000,0.278776,0.216302,0.219371,-0.826001
19.818333,0.284325,0.187972,0.218643,-0.872341
19.851667,0.293581,0.159584,0.211251,-0.949476
19.885000,0.299013,0.123840,0.188752,-1.004744
19.918333,0.304504,0.091803,0.206754,-1.039018
19.951667,0.313644,0.056001,0.205735,-1.103893
19.985000,0.319018,0.016550,0.186908,-1.122138
20.018333,0.324450,-0.019194,0.208484,-1.125567
20.051667,0.333531,-0.058704,0.214808,-1.116396
20.085000,0.338964,-0.094448,0.215342,-1.082414
20.118333,0.348103,-0.130250,0.209552,-1.057602
20.151667,0.353535,-0.165994,0.188801,-1.001655
20.185000,0.359026,-0.198031,0.208696,-0.915445
20.218333,0.368282,-0.226419,0.209909,-0.838213
20.251667,0.373831,-0.254748,0.192927,-0.739063
20.285000,0.379496,-0.275664,0.213064,-0.637407
20.318333,0.388869,-0.296637,0.208293,-0.547720
20.351667,0.394592,-0.313845,0.170220,-0.414249
20.385000,0.400432,-0.323639,0.125725,-0.296127
20.418333,0.402565,-0.333375,0.093538,-0.181289
20.451667,0.404814,-0.335696,0.110781,-0.067227
20.485000,0.410771,-0.338075,0.106495,0.053354
20.518333,0.413137,-0.332982,0.068616,0.199182
20.551667,0.415561,-0.324182,0.024363,0.332751
20.585000,0.414336,-0.311616,-0.010330,0.484709
20.618333,0.413228,-0.291636,-0.005056,0.623680
20.651667,0.415885,-0.268007,-0.043955,0.704633
20.685000,0.411128,-0.244262,-0.101633,0.770431
20.718333,0.406429,-0.216809,-0.091297,0.838250
20.751667,0.405437,-0.189415,-0.086751,0.930881
20.785000,0.400855,-0.154548,-0.085392,1.017382
20.818333,0.399980,-0.119739,-0.091037,1.051461
20.851667,0.395397,-0.084872,-0.115169,1.088921
20.885000,0.390873,-0.046298,-0.105707,1.101133
20.918333,0.389998,-0.011489,-0.139544,1.110935
20.951667,0.381766,0.027144,-0.179413,1.130102
20.985000,0.377242,0.065718,-0.198435,1.099500
21.018333,0.368952,0.100643,-0.223537,1.055195
21.051667,0.360663,0.135568,-0.204670,1.013828
21.085000,0.356080,0.170435,-0.203648,0.916247
21.120000,0.347674,0.197946,-0.223048,0.825627
21.153333,0.339268,0.225457,-0.205471,0.767831
21.186667,0.334511,0.249203,-0.201211,0.706177
21.220000,0.326046,0.273006,-0.202724,0.629876
21.253333,0.321231,0.293045,-0.210989,0.497133
21.286667,0.312592,0.305727,-0.234653,0.367721
21.320000,0.303953,0.318409,-0.215407,0.216005
21.353333,0.298846,0.319912,-0.211510,0.070711
21.386667,0.290032,0.321472,-0.213111,-0.031237
21.420000,0.284867,0.319268,-0.221377,-0.163980
21.453333,0.275879,0.309707,-0.244750,-0.274855
21.486667,0.266890,0.300146,-0.224581,-0.367875
21.520000,0.261550,0.286820,-0.214311,-0.500909
21.553333,0.252387,0.266137,-0.194531,-0.618643
21.586667,0.246931,0.245397,-0.134492,-0.730829
21.620000,0.245065,0.217184,-0.117558,-0.833067
21.653333,0.239493,0.189029,-0.115682,-0.910349
21.686667,0.237569,0.157108,-0.123268,-0.999842
21.720000,0.231880,0.121539,-0.145864,-1.061288
21.753333,0.226190,0.085970,-0.124919,-1.104878
21.786667,0.224150,0.046635,-0.118837,-1.111154
21.820000,0.218461,0.011066,-0.115457,-1.092667
21.853333,0.216479,-0.024562,-0.112659,-1.111251
21.886667,0.210731,-0.063838,-0.103342,-1.108307
21.920000,0.208749,-0.099466,-0.071915,-1.074810
21.953333,0.206767,-0.135093,-0.059072,-1.044111
21.986667,0.204785,-0.170721,-0.045502,-0.967073
22.020000,0.202920,-0.198934,-0.013541,-0.899593
22.053333,0.204703,-0.230912,-0.003059,-0.822506
22.086667,0.202896,-0.255418,-0.001166,-0.702023
22.120000,0.204854,-0.276276,-0.005937,-0.612336
22.153333,0.203105,-0.297074,-0.025718,-0.494602
22.186667,0.201473,-0.310459,-0.001714,-0.343566
22.220000,0.203605,-0.320194,0.009981,-0.189246
22.253333,0.202148,-0.322457,0.024426,-0.056600
22.286667,0.204455,-0.321071,0.059282,-0.001526
22.320000,0.206705,-0.323393,0.078983,0.072326
22.353333,0.209071,-0.318299,0.111915,0.201592
22.386667,0.215202,-0.309557,0.116994,0.328205
22.420000,0.217684,-0.297050,0.100740,0.473694
22.453333,0.220283,-0.277128,0.127347,0.593789
22.486667,0.226589,-0.257265,0.147582,0.701623
22.520000,0.229305,-0.229928,0.189199,0.793672
22.553333,0.239434,-0.202709,0.223959,0.842567
22.586667,0.245857,-0.175431,0.216050,0.929213
22.620000,0.252396,-0.140738,0.238986,1.012285
22.653333,0.262642,-0.106104,0.239519,1.046267
22.686667,0.269181,-0.071412,0.221566,1.083630
22.720000,0.275779,-0.033013,0.243385,1.095648
22.753333,0.286025,0.001621,0.249710,1.104818
22.786667,0.292622,0.040021,0.250001,1.123354
22.820000,0.302927,0.078362,0.242941,1.088011
22.853333,0.309466,0.113054,0.219529,1.034668
22.886667,0.316005,0.147746,0.234299,0.970133
22.921667,0.326193,0.178673,0.227409,0.921695
22.955000,0.332674,0.209658,0.189861,0.896997
22.988333,0.339155,0.240643,0.142960,0.814923
23.021667,0.341812,0.264272,0.107664,0.717701
23.055000,0.344469,0.287901,0.121703,0.627868
23.088333,0.350775,0.307765,0.119615,0.495028
23.121667,0.353257,0.320273,0.099235,0.377925
23.155000,0.355740,0.332780,0.119064,0.263281
23.188333,0.361813,0.337815,0.123398,0.145790
23.221667,0.364179,0.342908,0.121359,0.016039
23.255000,0.370135,0.340529,0.112462,-0.156865
23.288333,0.372268,0.330793,0.088799,-0.286277
23.321667,0.374401,0.321057,0.108628,-0.400921
23.355000,0.380125,0.303849,0.113156,-0.506055
23.388333,0.382141,0.286699,0.111748,-0.595645
23.421667,0.387806,0.265784,0.103579,-0.722209
23.455000,0.389648,0.237513,0.080401,-0.820727
23.488333,0.391490,0.209241,0.098160,-0.870448
23.521667,0.397038,0.180912,0.093809,-0.950721
23.555000,0.398764,0.145226,0.061945,-1.012022
23.588333,0.400547,0.113247,0.042584,-1.064249
23.621667,0.402214,0.073854,0.008019,-1.100787
23.655000,0.400232,0.038227,-0.004193,-1.091325
23.688333,0.401957,0.002541,-0.013849,-1.115894
23.721667,0.399917,-0.036794,-0.038612,-1.118595
23.755000,0.397935,-0.072421,-0.029150,-1.106383
23.788333,0.399602,-0.111814,-0.062356,-1.056420
23.821667,0.393971,-0.143676,-0.101303,-0.978556
23.855000,0.392047,-0.175597,-0.119063,-0.928836
23.888333,0.386416,-0.207459,-0.142224,-0.829590
23.921667,0.380901,-0.231907,-0.124787,-0.703171
23.955000,0.379152,-0.252705,-0.135737,-0.613386
23.988333,0.373696,-0.273446,-0.192783,-0.507428
24.021667,0.364649,-0.286714,-0.209571,-0.395921
24.055000,0.359310,-0.300040,-0.213905,-0.278430
24.088333,0.350379,-0.305894,-0.214907,-0.145541
24.121667,0.345214,-0.308099,-0.219678,-0.055854
24.155000,0.336342,-0.310245,-0.242694,0.052660
24.188333,0.327587,-0.304977,-0.231484,0.176087
24.221667,0.322538,-0.299768,-0.259950,0.331038
24.255000,0.310250,-0.283320,-0.285230,0.492119
24.288333,0.301728,-0.263223,-0.265675,0.556703
24.321667,0.293147,-0.246834,-0.261420,0.630798
24.355000,0.284682,-0.223030,-0.268892,0.745248
24.388333,0.276276,-0.195519,-0.304799,0.819974
24.421667,0.264163,-0.167950,-0.331632,0.882197
24.455000,0.252108,-0.136674,-0.299865,0.937320
24.488333,0.243760,-0.105456,-0.252749,0.986020
24.521667,0.235470,-0.070530,-0.212005,1.022461
24.555000,0.230888,-0.035663,-0.205972,1.013096
24.588333,0.222540,-0.004445,-0.224168,1.035013
24.621667,0.214309,0.034187,-0.202543,1.034673
24.655000,0.209668,0.065347,-0.193664,1.009813
24.688333,0.201378,0.100272,-0.181355,1.006529
24.721667,0.196796,0.135139,-0.148345,0.930590
24.755000,0.192097,0.162592,-0.130657,0.843347
24.788333,0.187398,0.190045,-0.099516,0.783960
24.823333,0.186406,0.217439,-0.097881,0.692971
24.856667,0.181591,0.237477,-0.119235,0.597464
24.890000,0.176775,0.257516,-0.096635,0.491548
24.923333,0.175550,0.270082,-0.079848,0.386919
24.956667,0.170618,0.282705,-0.041095,0.296698
24.990000,0.173043,0.291506,-0.009151,0.166413
25.023333,0.171643,0.292950,-0.020166,0.055344
25.056667,0.170244,0.294394,0.000002,-0.037675
25.090000,0.172493,0.292073,-0.002085,-0.170516
25.123333,0.170919,0.282396,-0.022465,-0.287618
25.156667,0.169344,0.272718,0.000502,-0.399222
25.190000,0.171361,0.255568,0.017387,-0.504550
25.223333,0.169670,0.238477,0.056189,-0.591681
25.256667,0.175335,0.217561,0.088278,-0.712699
25.290000,0.177177,0.189290,0.077845,-0.786696
25.323333,0.179077,0.164726,0.101638,-0.845782
25.356667,0.184568,0.132689,0.107040,-0.895308
25.390000,0.186409,0.104418,0.106554,-0.926201
25.423333,0.191900,0.072381,0.102494,-0.987939
25.456667,0.193625,0.036695,0.093032,-1.000150
25.490000,0.195408,0.004716,0.151972,-0.985626
25.523333,0.204606,-0.027379,0.191793,-1.007882
25.556667,0.210038,-0.063123,0.185566,-1.010874
25.590000,0.215529,-0.095160,0.210474,-0.998905
25.623333,0.224668,-0.130962,0.217430,-0.949574
25.656667,0.230217,-0.159292,0.218643,-0.872341
25.690000,0.239473,-0.187680,0.213193,-0.825904
25.723333,0.245022,-0.216009,0.196065,-0.736023
25.756667,0.250687,-0.236925,0.231552,-0.640788
25.790000,0.260060,-0.257898,0.279105,-0.564283
25.823333,0.269491,-0.275165,0.320722,-0.472235
25.856667,0.282687,-0.288782,0.328163,-0.392010
25.890000,0.292176,-0.302341,0.311326,-0.283593
25.923333,0.301781,-0.308486,0.331901,-0.154133
25.956667,0.315152,-0.310982,0.333308,-0.064543
25.990000,0.324816,-0.313420,0.316471,0.043874
26.023333,0.334596,-0.308443,0.336949,0.167155
26.056667,0.348084,-0.303525,0.333246,0.324807
26.090000,0.358039,-0.287427,0.295803,0.498440
26.123333,0.368052,-0.267621,0.251017,0.598026
26.156667,0.374358,-0.247758,0.218539,0.694328
26.190000,0.380780,-0.220480,0.238192,0.765091
26.223333,0.390852,-0.196967,0.242446,0.839186
26.256667,0.397333,-0.165982,0.231788,0.947506
26.290000,0.407579,-0.131348,0.186176,0.994574
26.323333,0.410353,-0.100305,0.125264,1.051153
26.356667,0.413243,-0.061847,0.132413,1.112842
26.390000,0.419840,-0.023448,0.129178,1.103622
26.423333,0.422672,0.011303,0.107504,1.100873
26.456667,0.425562,0.049760,0.116724,1.097638
26.490000,0.432101,0.084453,0.082644,1.091993
26.523333,0.431284,0.122969,0.042143,1.070999
26.556667,0.434116,0.157719,0.022330,0.992723
26.590000,0.433183,0.188821,-0.003609,0.915322
26.623333,0.432249,0.219922,0.013228,0.809694
26.658333,0.434906,0.243551,0.005719,0.721913
26.691667,0.433856,0.267239,-0.034776,0.682328
26.725000,0.432806,0.290926,-0.082654,0.596289
26.758333,0.427932,0.307257,-0.118310,0.495676
26.791667,0.423059,0.323588,-0.104465,0.393486
26.825000,0.421834,0.336154,-0.107184,0.220485
26.858333,0.416727,0.337656,-0.128195,0.063221
26.891667,0.411621,0.339159,-0.111601,-0.060642
26.925000,0.410105,0.333189,-0.119479,-0.168671
26.958333,0.404881,0.327277,-0.161047,-0.257630
26.991667,0.399600,0.317658,-0.209474,-0.389742
27.025000,0.390495,0.300683,-0.245301,-0.506602
27.058333,0.381390,0.283707,-0.231602,-0.618060
27.091667,0.375875,0.259260,-0.233253,-0.723097
27.125000,0.366654,0.234870,-0.253148,-0.809306
27.158333,0.357374,0.206773,-0.233367,-0.927040
27.191667,0.351685,0.171204,-0.228256,-0.995102
27.225000,0.342346,0.139400,-0.228839,-1.032174
27.258333,0.336657,0.103831,-0.236037,-1.096952
27.291667,0.327203,0.064613,-0.257953,-1.115148
27.325000,0.317806,0.029102,-0.236377,-1.118577
27.358333,0.312059,-0.010175,-0.230101,-1.112496
27.391667,0.302662,-0.045686,-0.229713,-1.087781
27.425000,0.296973,-0.081255,-0.235988,-1.093863
27.458333,0.287519,-0.120473,-0.256934,-1.050273
27.491667,0.278180,-0.152277,-0.237233,-0.976420
27.525000,0.272550,-0.184139,-0.236505,-0.930081
27.558333,0.263211,-0.215943,-0.253585,-0.837110
27.591667,0.253990,-0.240332,-0.230260,-0.729324
27.625000,0.248475,-0.264780,-0.222237,-0.612027
27.658333,0.239370,-0.281755,-0.220101,-0.476098
27.691667,0.234030,-0.295082,-0.224678,-0.374053
27.725000,0.224984,-0.308350,-0.240981,-0.231654
27.758333,0.216111,-0.310496,-0.204814,-0.093169
27.791667,0.210947,-0.312701,-0.157067,-0.004307
27.825000,0.205840,-0.311198,-0.115401,0.090831
27.858333,0.204499,-0.306047,-0.107960,0.171056
27.891667,0.199450,-0.300837,-0.124797,0.279473
27.925000,0.194518,-0.288213,-0.101133,0.408884
27.958333,0.193352,-0.271940,-0.087368,0.498280
27.991667,0.188478,-0.255609,-0.064093,0.602977
28.025000,0.187428,-0.231922,-0.000608,0.710132
28.058333,0.190085,-0.208293,0.019579,0.814877
28.091667,0.189152,-0.177191,0.024076,0.904419
28.125000,0.191925,-0.146148,0.018479,0.941588
28.158333,0.190992,-0.115046,0.000720,0.991308
28.191667,0.190116,-0.080238,0.035528,1.043292
28.225000,0.192948,-0.045487,0.082644,1.091993
28.258333,0.195838,-0.007029,0.123291,1.122255
28.291667,0.202436,0.031370,0.129032,1.094354
28.325000,0.205268,0.066121,0.109697,1.053024
28.358333,0.208100,0.100871,0.127383,1.023895
28.391667,0.214639,0.135563,0.124906,0.962658
28.426667,0.217412,0.166607,0.105980,0.902227
28.460000,0.220186,0.197650,0.127403,0.830137
28.493333,0.226550,0.221221,0.133090,0.771868
28.526667,0.229266,0.248557,0.135565,0.723443
28.560000,0.235630,0.272128,0.139850,0.602863
28.593333,0.238171,0.288342,0.156590,0.488267
28.626667,0.244418,0.304499,0.216580,0.372991
28.660000,0.254257,0.313183,0.233272,0.255306
28.693333,0.260388,0.321925,0.234322,0.125507
28.726667,0.270110,0.323194,0.225474,-0.044308
28.760000,0.276009,0.317107,0.201907,-0.167541
28.793333,0.281907,0.311021,0.218938,-0.263601
28.826667,0.291454,0.301169,0.216851,-0.396441
28.860000,0.297178,0.283961,0.196470,-0.513544
28.893333,0.302901,0.266752,0.216396,-0.622009
28.926667,0.312215,0.242072,0.221119,-0.714786
28.960000,0.317823,0.217449,0.220342,-0.764215
28.993333,0.327137,0.192768,0.212756,-0.853708
29.026667,0.332627,0.160732,0.189723,-0.942958
29.060000,0.338118,0.128695,0.210474,-0.998905
29.093333,0.347257,0.092892,0.216313,-1.020628
29.126667,0.352748,0.060856,0.215973,-1.042253
29.160000,0.361888,0.025053,0.208921,-1.097763
29.193333,0.367262,-0.014398,0.184207,-1.097375
29.226667,0.372694,-0.050142,0.191307,-1.038775
29.260000,0.381892,-0.082237,0.151632,-1.007251
29.293333,0.383617,-0.117923,0.093712,-0.956900
29.326667,0.385458,-0.146194,0.103853,-0.901438
29.360000,0.390949,-0.178231,0.107913,-0.839700
29.393333,0.392849,-0.202795,0.109175,-0.759378
29.426667,0.398456,-0.227418,0.103725,-0.712941
29.460000,0.400356,-0.251982,0.083556,-0.619922
29.493333,0.402372,-0.269132,0.103791,-0.512088
29.526667,0.408096,-0.286340,0.105635,-0.394694
29.560000,0.410229,-0.296076,0.086098,-0.261514
29.593333,0.412420,-0.302104,0.096822,-0.168980
29.626667,0.418318,-0.308191,0.064587,-0.057231
29.660000,0.416919,-0.306747,0.026513,0.076241
29.693333,0.419285,-0.301653,0.006490,0.178528
29.726667,0.417943,-0.296502,-0.028301,0.324308
29.760000,0.416777,-0.280229,-0.044506,0.472886
29.793333,0.415610,-0.263956,-0.076644,0.590814
29.826667,0.410853,-0.240211,-0.087497,0.686777
29.860000,0.409803,-0.216523,-0.095988,0.736351
29.893333,0.405046,-0.192778,-0.116254,0.823192
29.926667,0.400405,-0.161618,-0.096408,0.906312
29.960000,0.399472,-0.130517,-0.098914,0.943432
29.993333,0.394831,-0.099357,-0.129031,0.993347
30.026667,0.390248,-0.064490,-0.146741,1.046156
30.060000,0.385666,-0.029623,-0.179947,1.096119
30.093333,0.377435,0.009010,-0.191819,1.127206
30.126667,0.372910,0.047584,-0.201572,1.096459
30.160000,0.364621,0.082509,-0.223683,1.045927
30.193333,0.356331,0.117435,-0.201995,0.989040
30.226667,0.351690,0.148594,-0.194303,0.928321
30.261667,0.343343,0.179812,-0.194878,0.891669
30.295000,0.338702,0.210972,-0.204698,0.817006
30.328333,0.330238,0.234776,-0.228772,0.722009
30.361667,0.321773,0.258580,-0.211943,0.633111
30.395000,0.316958,0.278618,-0.214030,0.500270
30.428333,0.308319,0.291300,-0.234411,0.383168
30.461667,0.299679,0.303983,-0.214533,0.271613
30.495000,0.294631,0.309192,-0.210005,0.166479
30.528333,0.285875,0.314460,-0.208323,0.076841
30.561667,0.280769,0.315963,-0.204232,-0.056097
30.595000,0.271838,0.310109,-0.187589,-0.176871
30.628333,0.266615,0.304197,-0.127745,-0.301415
30.661667,0.264983,0.290813,-0.111442,-0.443814
30.695000,0.259585,0.273779,-0.110197,-0.561256
30.728333,0.257836,0.252980,-0.117977,-0.663107
30.761667,0.252321,0.228533,-0.140767,-0.736910
30.795000,0.246807,0.204085,-0.120356,-0.814483
30.828333,0.244941,0.175872,-0.109843,-0.932071
30.861667,0.239252,0.140302,-0.089383,-1.006554
30.895000,0.237328,0.108382,-0.028471,-1.063133
30.928333,0.238995,0.068989,-0.010517,-1.100496
30.961667,0.237013,0.033362,-0.007282,-1.091276
30.995000,0.238738,-0.002324,-0.013801,-1.112804
31.028333,0.236698,-0.041659,-0.035329,-1.106286
31.061667,0.234716,-0.077286,-0.013072,-1.066465
31.095000,0.236441,-0.112972,-0.006117,-1.017133
31.128333,0.234517,-0.144893,-0.005341,-0.967704
31.161667,0.236301,-0.176871,-0.010888,-0.927446
31.195000,0.234377,-0.208792,-0.031009,-0.831337
31.228333,0.232570,-0.233298,-0.007393,-0.705015
31.261667,0.234528,-0.254155,0.006372,-0.615619
31.295000,0.232779,-0.274953,0.029647,-0.510923
31.328333,0.234853,-0.288396,0.093181,-0.400678
31.361667,0.240635,-0.301897,0.113562,-0.283576
31.395000,0.242826,-0.307926,0.118738,-0.150784
31.428333,0.248783,-0.310305,0.113967,-0.061097
31.461667,0.251032,-0.312626,0.093992,0.044280
31.495000,0.253398,-0.307533,0.120454,0.155107
31.528333,0.259471,-0.302498,0.140835,0.272209
31.561667,0.261954,-0.289991,0.183083,0.404419
31.595000,0.271909,-0.273893,0.218522,0.496564
31.628333,0.278157,-0.257736,0.210953,0.604835
31.661667,0.284521,-0.234165,0.234423,0.721889
31.695000,0.294651,-0.206946,0.235199,0.771318
