Time_s,VideoAnalysis: X (m),Distance_m,VideoAnalysis: X Velocity (m/s),VideoAnalysis: Y Velocity (m/s)
35.966667,0.395667,0.344320,-0.097042,0.275947
36.000000,0.390677,0.353237,-0.098450,0.186357
36.033333,0.389336,0.358388,-0.106667,0.056703
36.066667,0.384171,0.356183,-0.130088,-0.057262
36.100000,0.379006,0.353979,-0.113203,-0.162590
36.133333,0.377490,0.348008,-0.115921,-0.335591
36.166667,0.372092,0.330975,-0.136884,-0.489765
36.200000,0.366694,0.313942,-0.117006,-0.601320
36.233333,0.364887,0.289436,-0.111896,-0.669382
36.266667,0.359430,0.268695,-0.112672,-0.718811
36.300000,0.357623,0.244189,-0.120696,-0.836108
36.333333,0.351992,0.212327,-0.143923,-0.937716
36.366667,0.346361,0.180465,-0.123365,-1.006020
36.400000,0.344379,0.144837,-0.117963,-1.055546
36.433333,0.338690,0.109268,-0.118303,-1.077171
36.466667,0.336708,0.073641,-0.124967,-1.107967
36.500000,0.330960,0.034364,-0.146641,-1.110717
36.533333,0.325271,-0.001205,-0.127765,-1.089383
36.566667,0.323289,-0.036833,-0.131000,-1.098602
36.600000,0.317542,-0.076109,-0.161311,-1.061045
36.633333,0.311911,-0.107971,-0.179022,-1.008236
36.666667,0.306222,-0.143541,-0.212033,-0.945916
36.700000,0.296942,-0.171637,-0.223128,-0.865399
36.733333,0.291369,-0.199792,-0.231668,-0.818914
36.766667,0.282089,-0.227889,-0.248748,-0.725943
36.800000,0.272926,-0.248571,-0.216156,-0.618303
36.833333,0.267470,-0.269312,-0.174150,-0.501540
36.866667,0.262130,-0.282638,-0.150438,-0.369040
36.900000,0.256848,-0.292257,-0.114999,-0.276894
36.933333,0.255274,-0.301934,-0.103984,-0.165825
36.966667,0.250109,-0.304139,-0.101896,-0.032984
37.000000,0.248710,-0.302695,-0.106473,0.069060
37.033333,0.243603,-0.301192,-0.125817,0.214598
37.066667,0.238671,-0.288568,-0.098724,0.365585
37.100000,0.237446,-0.276003,-0.078198,0.491956
37.133333,0.232631,-0.255964,-0.036095,0.614897
37.166667,0.235288,-0.232335,-0.001287,0.666882
37.200000,0.234180,-0.212355,-0.009487,0.734992
37.233333,0.233188,-0.184961,0.013788,0.839689
37.266667,0.235962,-0.153918,0.017557,0.882891
37.300000,0.234970,-0.126523,0.012155,0.932417
37.333333,0.234095,-0.091714,0.074621,0.974696
37.366667,0.240575,-0.060729,0.121252,0.992504
37.400000,0.243407,-0.025979,0.133998,1.017024
37.433333,0.249946,0.008714,0.130568,0.995448
37.466667,0.252720,0.039757,0.108846,0.989609
37.500000,0.255552,0.074507,0.130230,0.984822
37.533333,0.262033,0.105492,0.135763,0.974539
37.566667,0.264865,0.140243,0.136788,0.941095
37.601667,0.271345,0.171228,0.138711,0.868451
37.635000,0.274061,0.198564,0.145422,0.811504
37.668333,0.280483,0.225842,0.163376,0.734388
37.701667,0.286848,0.249413,0.133720,0.606049
37.735000,0.289388,0.265628,0.104072,0.489092
37.768333,0.291929,0.281842,0.120860,0.377586
37.801667,0.298060,0.290584,0.125388,0.272452
37.835000,0.300484,0.299385,0.127070,0.182813
37.868333,0.306557,0.304420,0.131161,0.049876
37.901667,0.308807,0.302098,0.147853,-0.067809
37.935000,0.314763,0.299719,0.204802,-0.179947
37.968333,0.324311,0.289867,0.209330,-0.285080
38.001667,0.330151,0.280073,0.170851,-0.374088
38.035000,0.335933,0.266572,0.122521,-0.500022
38.068333,0.337891,0.245715,0.086985,-0.598346
38.101667,0.339849,0.224858,0.101606,-0.651107
38.135000,0.345514,0.203942,0.100199,-0.740697
38.168333,0.347356,0.175671,0.080207,-0.833085
38.201667,0.349198,0.147400,0.100812,-0.898300
38.235000,0.354688,0.115363,0.106214,-0.947826
38.268333,0.356471,0.083384,0.105875,-0.969451
38.301667,0.361962,0.051347,0.099162,-1.003337
38.335000,0.363687,0.015662,0.077391,-1.012265
38.368333,0.365471,-0.016317,0.099016,-1.012604
38.401667,0.370903,-0.052061,0.105341,-1.003434
38.435000,0.372686,-0.084040,0.105875,-0.969451
38.468333,0.378177,-0.116077,0.100084,-0.944640
38.501667,0.379960,-0.148055,0.079333,-0.888692
38.535000,0.381802,-0.176327,0.099179,-0.805572
38.568333,0.387409,-0.200949,0.100199,-0.740697
38.601667,0.389309,-0.225513,0.082634,-0.678619
38.635000,0.391267,-0.246370,0.102286,-0.607856
38.668333,0.396932,-0.267286,0.097806,-0.499633
38.701667,0.399007,-0.280728,0.059878,-0.356894
38.735000,0.401140,-0.290464,0.015577,-0.226415
38.768333,0.399624,-0.296434,-0.019213,-0.080635
38.801667,0.398224,-0.294990,-0.011093,0.042841
38.835000,0.400532,-0.293604,-0.043182,0.163858
38.868333,0.395542,-0.284687,-0.081256,0.297329
38.901667,0.394317,-0.272121,-0.098335,0.390300
38.935000,0.389385,-0.259497,-0.124392,0.501952
38.968333,0.384570,-0.239459,-0.116223,0.628517
39.001667,0.383520,-0.215772,-0.155170,0.706381
39.035000,0.375055,-0.191968,-0.212848,0.772178
39.068333,0.366649,-0.164457,-0.202512,0.839998
39.101667,0.361950,-0.137005,-0.198015,0.929539
39.135000,0.353661,-0.102079,-0.196850,1.003683
39.168333,0.349078,-0.067212,-0.203126,0.997601
39.201667,0.340730,-0.035994,-0.224799,0.994851
39.235000,0.332441,-0.001069,-0.206264,0.994560
39.268333,0.327800,0.030091,-0.206167,1.000739
39.301667,0.319510,0.065016,-0.224411,1.019566
39.335000,0.311221,0.099941,-0.203271,0.988333
39.368333,0.306580,0.131101,-0.197478,0.943696
39.401667,0.298232,0.162319,-0.197254,0.903080
39.435000,0.293591,0.193479,-0.202349,0.803887
39.470000,0.285127,0.217283,-0.225005,0.701098
39.503333,0.276663,0.241087,-0.205014,0.601876
39.536667,0.271789,0.257418,-0.189063,0.499206
39.570000,0.263208,0.273807,-0.150562,0.409661
39.603333,0.261983,0.286373,-0.118619,0.279376
39.636667,0.256935,0.291583,-0.129634,0.168306
39.670000,0.251886,0.296792,-0.109465,0.075287
39.703333,0.250487,0.298237,-0.111553,-0.057553
39.736667,0.245264,0.292325,-0.131933,-0.174656
39.770000,0.240040,0.286413,-0.112055,-0.286211
39.803333,0.238408,0.273028,-0.107527,-0.391344
39.836667,0.233068,0.259702,-0.108935,-0.480934
39.870000,0.231377,0.242610,-0.114063,-0.610637
39.903333,0.225863,0.218163,-0.124981,-0.715528
39.936667,0.220349,0.193715,-0.064263,-0.784464
39.970000,0.222190,0.165443,-0.018748,-0.837710
40.003333,0.220325,0.137230,-0.006925,-0.871887
40.036667,0.222166,0.108959,-0.011131,-0.942892
40.070000,0.220184,0.073331,-0.033436,-0.985803
40.103333,0.218261,0.041411,-0.014803,-0.979915
40.136667,0.220044,0.009432,-0.015191,-1.004630
40.170000,0.218062,-0.026195,-0.033824,-1.010517
40.203333,0.216138,-0.058116,-0.012150,-1.007768
40.236667,0.217863,-0.093801,-0.005680,-0.989329
40.270000,0.215940,-0.125722,-0.004661,-0.924453
40.303333,0.217781,-0.153993,-0.010306,-0.890374
40.336667,0.215857,-0.185913,-0.027919,-0.831386
40.370000,0.214050,-0.210419,0.007422,-0.745419
40.403333,0.215950,-0.234984,0.054927,-0.672004
40.436667,0.217908,-0.255841,0.096544,-0.579955
40.470000,0.223632,-0.273049,0.103985,-0.499730
40.503333,0.225648,-0.290199,0.090237,-0.391362
40.536667,0.227781,-0.299934,0.123169,-0.262096
40.570000,0.233679,-0.306021,0.164738,-0.173137
40.603333,0.239578,-0.312108,0.188014,-0.068440
40.636667,0.245592,-0.310780,0.223744,0.042241
40.670000,0.255314,-0.309511,0.234856,0.159489
40.703333,0.261446,-0.300768,0.236943,0.292330
40.736667,0.271343,-0.288377,0.232172,0.382017
40.770000,0.277532,-0.275928,0.212198,0.487393
40.803333,0.283838,-0.256065,0.235570,0.598269
40.836667,0.293851,-0.236259,0.243545,0.712476
40.870000,0.300274,-0.208981,0.245438,0.832959
40.903333,0.310462,-0.178055,0.240036,0.882485
40.936667,0.316885,-0.150777,0.219333,0.941522
40.970000,0.323424,-0.116084,0.239034,1.015374
41.003333,0.333670,-0.081450,0.239519,1.046267
41.036667,0.340209,-0.046758,0.218428,1.080589
41.070000,0.346806,-0.008359,0.227696,1.080444
41.103333,0.357053,0.026275,0.193228,1.050085
41.136667,0.359884,0.061026,0.152728,1.029090
41.170000,0.366423,0.095718,0.133464,0.983042
41.203333,0.369197,0.126762,0.107758,0.929630
41.236667,0.371971,0.157805,0.128080,0.873222
41.270000,0.378393,0.185083,0.131725,0.813923
41.305000,0.381109,0.212419,0.131149,0.777271
41.338333,0.387531,0.239697,0.125377,0.701188
41.371667,0.390130,0.259619,0.099605,0.605760
41.405000,0.392729,0.279541,0.104509,0.516896
41.438333,0.398977,0.295697,0.062260,0.384686
41.471667,0.397694,0.304555,0.001719,0.268215
41.505000,0.396411,0.313414,0.009239,0.156854
41.538333,0.398719,0.314800,0.010678,0.051769
41.571667,0.397319,0.316244,0.009270,-0.037821
41.605000,0.399568,0.313923,0.001005,-0.170564
41.638333,0.397994,0.304246,-0.022465,-0.287618
41.671667,0.396420,0.294568,-0.005677,-0.399125
41.705000,0.398436,0.277418,-0.007327,-0.504161
41.738333,0.396745,0.260327,-0.027271,-0.593460
41.771667,0.394996,0.239528,-0.007636,-0.720462
41.805000,0.396838,0.211257,-0.003011,-0.819417
41.838333,0.394973,0.183043,-0.003787,-0.868846
41.871667,0.396814,0.154772,-0.011179,-0.945981
41.905000,0.394832,0.119144,-0.033630,-0.998160
41.938333,0.392908,0.087224,-0.012344,-1.020125
41.971667,0.394634,0.051538,-0.006554,-1.044937
42.005000,0.392652,0.015911,-0.009304,-1.023263
42.038333,0.394435,-0.016068,-0.027694,-1.013704
42.071667,0.392453,-0.051695,-0.089286,-1.000376
42.105000,0.386822,-0.083557,-0.110377,-0.966053
42.138333,0.384898,-0.115478,-0.122395,-0.944234
42.171667,0.379267,-0.147340,-0.143243,-0.894465
42.205000,0.373695,-0.175495,-0.123639,-0.826792
42.238333,0.371829,-0.203708,-0.128216,-0.724747
42.271667,0.366373,-0.224449,-0.166484,-0.603633
42.305000,0.360975,-0.241482,-0.211853,-0.541119
42.338333,0.351811,-0.262164,-0.244185,-0.435548
42.371667,0.342823,-0.271725,-0.223465,-0.296820
42.405000,0.337541,-0.281344,-0.215296,-0.170256
42.438333,0.328669,-0.283491,-0.213160,-0.034326
42.471667,0.323563,-0.281988,-0.217882,0.058450
42.505000,0.314749,-0.280428,-0.237760,0.170005
42.538333,0.306051,-0.271452,-0.217234,0.296376
42.571667,0.301119,-0.258829,-0.216020,0.373609
42.605000,0.292480,-0.246146,-0.233537,0.438775
42.638333,0.283899,-0.229757,-0.210795,0.509490
42.671667,0.279026,-0.213426,-0.203015,0.611340
42.705000,0.270561,-0.189622,-0.201170,0.728734
42.738333,0.265862,-0.162169,-0.206621,0.775171
42.771667,0.257398,-0.138366,-0.227421,0.828029
42.805000,0.249050,-0.107147,-0.201832,0.883248
42.838333,0.244351,-0.079695,-0.182374,0.941654
42.871667,0.236062,-0.044770,-0.141194,1.005898
42.905000,0.235186,-0.009961,-0.107357,0.996096
42.938333,0.230546,0.021199,-0.116771,0.986974
42.971667,0.225963,0.056066,-0.092396,0.964960
43.005000,0.225030,0.087168,-0.081058,0.899891
43.038333,0.220331,0.114620,-0.059853,0.867449
43.071667,0.219397,0.145722,0.001278,0.816834
43.105000,0.222054,0.169351,0.018507,0.758000
43.140000,0.221062,0.196745,0.020851,0.712146
43.173333,0.223720,0.220374,0.013179,0.601475
43.206667,0.222553,0.236647,-0.007172,0.490143
43.240000,0.221387,0.252920,0.025091,0.379090
43.273333,0.223811,0.261721,0.069781,0.273326
43.306667,0.226235,0.270521,0.108583,0.186194
43.340000,0.232308,0.275556,0.112917,0.068703
43.373333,0.234557,0.273235,0.093264,-0.002060
43.406667,0.236865,0.274620,0.110975,-0.054869
43.440000,0.242822,0.272241,0.109082,-0.175353
43.473333,0.244954,0.262505,0.088750,-0.289366
43.506667,0.247087,0.252770,0.108628,-0.400921
43.540000,0.252811,0.235562,0.113204,-0.502965
43.573333,0.254827,0.218412,0.111991,-0.580198
43.606667,0.260493,0.197496,0.104405,-0.669691
43.640000,0.262393,0.172932,0.081760,-0.734227
43.673333,0.264292,0.148368,0.102511,-0.790174
43.706667,0.269841,0.120038,0.107962,-0.836611
43.740000,0.271683,0.091767,0.107622,-0.858236
43.773333,0.277232,0.063437,0.100958,-0.889032
43.806667,0.279015,0.031459,0.079284,-0.891782
43.840000,0.280857,0.003187,0.101201,-0.873585
43.873333,0.286406,-0.025143,0.113218,-0.895405
43.906667,0.288189,-0.057121,0.134795,-0.898834
43.940000,0.293738,-0.085451,0.196775,-0.887448
43.973333,0.302936,-0.117546,0.216088,-0.838310
44.006667,0.308543,-0.142168,0.220342,-0.764215
44.040000,0.317857,-0.166849,0.214697,-0.730135
44.073333,0.323464,-0.191472,0.193897,-0.677277
44.106667,0.329129,-0.212387,0.213501,-0.609604
44.140000,0.338502,-0.233361,0.215152,-0.504567
44.173333,0.344284,-0.246862,0.198655,-0.374525
44.206667,0.350124,-0.256655,0.221736,-0.282185
44.240000,0.359671,-0.266507,0.229662,-0.171067
44.273333,0.365627,-0.268887,0.231701,-0.041316
44.306667,0.375349,-0.267617,0.226930,0.048371
44.340000,0.381364,-0.266290,0.206955,0.153747
44.373333,0.387496,-0.257548,0.230328,0.264623
44.406667,0.397334,-0.248864,0.235262,0.381968
44.440000,0.403582,-0.232707,0.224992,0.515003
44.473333,0.413595,-0.212902,0.180060,0.605321
44.506667,0.416194,-0.192980,0.119827,0.705150
44.540000,0.418909,-0.165644,0.127365,0.791553
44.573333,0.425332,-0.138366,0.121769,0.828722
44.606667,0.428047,-0.111030,0.091652,0.878637
44.640000,0.430821,-0.079987,0.073941,0.931446
44.673333,0.433595,-0.048943,0.040736,0.981409
44.706667,0.432719,-0.014135,0.028912,1.015586
44.740000,0.435551,0.020616,0.019353,0.997195
44.773333,0.434618,0.051718,-0.005458,0.991405
44.806667,0.433743,0.086526,0.003761,0.988170
44.840000,0.436516,0.117570,-0.030318,0.982525
44.873333,0.431934,0.152437,-0.070730,0.960245
44.906667,0.431000,0.183538,-0.089969,0.882739
44.940000,0.426301,0.210991,-0.114089,0.805565
44.975000,0.421602,0.238444,-0.097359,0.726224
45.008333,0.420552,0.262131,-0.100441,0.606324
45.041667,0.415679,0.278462,-0.121298,0.491936
45.075000,0.410805,0.294793,-0.101570,0.381081
45.108333,0.409522,0.303652,-0.097042,0.275947
45.141667,0.404532,0.312569,-0.098450,0.186357
45.175000,0.403190,0.317720,-0.106716,0.053614
45.208333,0.398025,0.315515,-0.133275,-0.063392
45.241667,0.392860,0.313310,-0.122665,-0.174801
45.275000,0.391286,0.303633,-0.149030,-0.279450
45.308333,0.382298,0.294072,-0.162795,-0.368845
45.341667,0.380665,0.280688,-0.183369,-0.498305
45.375000,0.371502,0.260006,-0.234497,-0.605654
45.408333,0.362338,0.239323,-0.214134,-0.686316
45.441667,0.356824,0.214875,-0.178470,-0.776489
45.475000,0.351251,0.186721,-0.157864,-0.841704
45.508333,0.345678,0.158566,-0.124756,-0.897846
45.541667,0.343755,0.126645,-0.116216,-0.944331
45.575000,0.338124,0.094783,-0.116556,-0.965956
45.608333,0.336200,0.062863,-0.123268,-0.999842
45.641667,0.330511,0.027294,-0.145039,-1.008770
45.675000,0.324880,-0.004569,-0.123414,-1.009110
45.708333,0.322898,-0.040196,-0.120228,-1.002979
45.741667,0.317267,-0.072058,-0.132196,-0.978071
45.775000,0.315343,-0.103979,-0.178585,-0.980432
45.808333,0.305947,-0.139490,-0.239546,-0.926943
45.841667,0.296667,-0.167586,-0.228676,-0.825141
45.875000,0.291152,-0.192034,-0.221769,-0.778899
45.908333,0.281873,-0.220131,-0.208393,-0.714217
45.941667,0.276416,-0.240871,-0.172857,-0.615893
45.975000,0.270960,-0.261612,-0.152525,-0.501880
46.008333,0.265620,-0.274938,-0.119545,-0.369525
46.041667,0.264046,-0.284615,-0.115047,-0.279984
46.075000,0.258765,-0.294234,-0.131933,-0.174656
46.108333,0.253600,-0.296439,-0.108560,-0.063780
46.141667,0.252142,-0.298702,-0.100537,0.053516
46.175000,0.247094,-0.293493,-0.095360,0.186308
46.208333,0.245810,-0.284634,-0.087726,0.278891
46.241667,0.240820,-0.275717,-0.067442,0.389815
46.275000,0.239654,-0.259444,-0.006755,0.515554
46.308333,0.242253,-0.239522,0.006816,0.592593
46.341667,0.241144,-0.219542,-0.007612,0.657711
46.375000,0.240094,-0.195855,0.018171,0.725287
46.408333,0.242752,-0.172226,0.038163,0.817675
46.441667,0.241818,-0.141125,0.079683,0.903545
46.475000,0.248299,-0.110139,0.114200,0.936994
46.508333,0.251072,-0.079096,0.105514,0.974211
46.541667,0.253904,-0.044346,0.127333,0.986228
46.575000,0.260385,-0.013360,0.127479,0.995496
46.608333,0.263217,0.021390,0.109283,1.017413
46.641667,0.266049,0.056141,0.130568,0.995448
46.675000,0.272530,0.087126,0.136553,0.982994
46.708333,0.275362,0.121876,0.135999,0.956997
46.741667,0.281842,0.152861,0.128128,0.876248
46.775000,0.284558,0.180197,0.104264,0.792979
46.810000,0.287273,0.207534,0.123823,0.698681
46.843333,0.293579,0.227397,0.130161,0.617986
46.876667,0.296178,0.247319,0.129939,0.571344
46.910000,0.302484,0.267183,0.122511,0.482622
46.943333,0.304967,0.279690,0.099332,0.384104
46.976667,0.307449,0.292198,0.116460,0.294223
47.010000,0.313580,0.300940,0.114373,0.161382
47.043333,0.315888,0.302326,0.097082,0.044231
47.076667,0.318196,0.303712,0.129317,-0.067518
47.110000,0.324094,0.297625,0.174006,-0.173283
47.143333,0.329992,0.291538,0.212759,-0.263504
47.176667,0.339540,0.281686,0.216851,-0.396441
47.210000,0.345263,0.264478,0.196470,-0.513544
47.243333,0.350987,0.247270,0.216396,-0.622009
47.276667,0.360301,0.222589,0.221119,-0.714786
47.310000,0.365908,0.197967,0.217301,-0.761077
47.343333,0.375222,0.173286,0.197601,-0.834929
47.376667,0.380713,0.141249,0.135086,-0.880298
47.410000,0.382555,0.112978,0.113364,-0.886137
47.443333,0.388103,0.084648,0.099987,-0.950818
47.476667,0.389829,0.048962,0.077634,-0.996818
47.510000,0.391612,0.016984,0.099114,-1.006426
47.543333,0.397044,-0.018760,0.102446,-0.991028
47.576667,0.398828,-0.050739,0.091108,-0.925958
47.610000,0.404376,-0.079069,0.045253,-0.894337
47.643333,0.402453,-0.110989,-0.015756,-0.843937
47.676667,0.400645,-0.135495,-0.005614,-0.788475
47.710000,0.402487,-0.163767,-0.001554,-0.726737
47.743333,0.400738,-0.184565,-0.000292,-0.646415
47.776667,0.402696,-0.205422,-0.005694,-0.596889
47.810000,0.400947,-0.226221,-0.025766,-0.497692
47.843333,0.399315,-0.239606,-0.005240,-0.371321
47.876667,0.401448,-0.249341,-0.003832,-0.281731
47.910000,0.399873,-0.259019,-0.023807,-0.176355
47.943333,0.398415,-0.261282,-0.012792,-0.065285
47.976667,0.400665,-0.263603,-0.044929,0.052643
48.010000,0.395616,-0.258393,-0.083003,0.186114
48.043333,0.394333,-0.249535,-0.100131,0.275995
48.076667,0.389343,-0.240618,-0.123195,0.381420
48.110000,0.384469,-0.224287,-0.099871,0.489206
48.143333,0.383303,-0.208014,-0.092042,0.594146
48.176667,0.378546,-0.184268,-0.093675,0.686874
48.210000,0.377496,-0.160581,-0.111435,0.736594
48.243333,0.372739,-0.136836,-0.171910,0.820976
48.276667,0.364391,-0.105617,-0.192370,0.895460
48.310000,0.359750,-0.074458,-0.204631,0.901832
48.343333,0.351344,-0.046947,-0.225673,0.939244
48.376667,0.343054,-0.012021,-0.203466,0.975976
48.410000,0.338414,0.019138,-0.197190,0.982057
48.443333,0.330124,0.054064,-0.197433,0.966611
48.476667,0.325483,0.085224,-0.204631,0.901832
48.510000,0.317077,0.112735,-0.226741,0.871279
48.543333,0.308729,0.143953,-0.205573,0.823464
48.576667,0.303972,0.167698,-0.199285,0.773825
48.610000,0.295566,0.195209,-0.197405,0.730861
48.645000,0.290809,0.218955,-0.204684,0.655296
48.678333,0.282286,0.239051,-0.229888,0.596138
48.711667,0.273763,0.259148,-0.210372,0.518082
48.745000,0.268890,0.275479,-0.200331,0.388813
48.778333,0.260192,0.284454,-0.180551,0.271079
48.811667,0.255202,0.293371,-0.120512,0.158893
48.845000,0.253803,0.294815,-0.103626,0.053565
48.878333,0.248696,0.296317,-0.101945,-0.036074
48.911667,0.247238,0.294054,-0.107073,-0.165776
48.945000,0.241957,0.284435,-0.118088,-0.276846
48.978333,0.236675,0.274816,-0.060848,-0.370447
49.011667,0.238750,0.261374,-0.022725,-0.500829
49.045000,0.237001,0.240575,-0.030554,-0.605769
49.078333,0.235252,0.219776,-0.006908,-0.674122
49.111667,0.237152,0.195212,-0.001554,-0.726737
49.145000,0.235344,0.170706,-0.002088,-0.760720
49.178333,0.237244,0.146141,-0.009432,-0.834766
49.211667,0.235321,0.114221,-0.028793,-0.886993
49.245000,0.233455,0.086008,0.004801,-0.912242
49.278333,0.235238,0.054029,0.050558,-0.950042
49.311667,0.237022,0.022051,0.090428,-0.969209
49.345000,0.242512,-0.009986,0.096170,-0.997109
49.378333,0.244238,-0.045672,0.077780,-0.987550
49.411667,0.246021,-0.077651,0.097286,-0.926055
49.445000,0.251570,-0.105980,0.097772,-0.895162
49.478333,0.253353,-0.137959,0.080013,-0.845442
49.511667,0.255253,-0.162523,0.102560,-0.787085
49.545000,0.260802,-0.190853,0.109904,-0.713038
49.578333,0.262760,-0.211710,0.111797,-0.592555
49.611667,0.268484,-0.228918,0.110018,-0.509095
49.645000,0.270500,-0.246068,0.102206,-0.416270
49.678333,0.272633,-0.255804,0.165109,-0.346187
49.711667,0.282122,-0.269363,0.212662,-0.269682
49.745000,0.288020,-0.275449,0.226913,-0.149393
49.778333,0.297684,-0.277887,0.225231,-0.059755
49.811667,0.303641,-0.280267,0.205353,0.051800
49.845000,0.309714,-0.275232,0.225928,0.181260
49.878333,0.319552,-0.266548,0.227336,0.270850
49.911667,0.325683,-0.257806,0.210450,0.376178
49.945000,0.331931,-0.241649,0.233823,0.487053
49.978333,0.341886,-0.225551,0.241797,0.601261
50.011667,0.348251,-0.201981,0.243691,0.721744
50.045000,0.358380,-0.174761,0.235151,0.768229
50.078333,0.364745,-0.151190,0.201994,0.821281
50.111667,0.371225,-0.120205,0.184331,0.877180
50.145000,0.377648,-0.092927,0.151271,0.936411
50.178333,0.380480,-0.058177,0.139933,1.001481
50.211667,0.387019,-0.023484,0.130568,0.995448
50.245000,0.389793,0.007559,0.108992,0.998877
50.278333,0.392625,0.042310,0.127819,1.017122
50.311667,0.399164,0.077002,0.127431,0.992407
50.345000,0.401937,0.108045,0.105466,0.971122
50.378333,0.404769,0.142796,0.113769,0.917201
50.411667,0.411192,0.170074,0.078286,0.837000
50.445000,0.410200,0.197468,0.037230,0.781811
50.480000,0.412915,0.224804,0.017494,0.691158
50.513333,0.411807,0.244784,-0.008583,0.598790
50.546667,0.410699,0.264764,0.011557,0.502183
50.580000,0.413181,0.277272,0.016552,0.425576
50.613333,0.412015,0.293545,0.015144,0.335986
50.646667,0.414439,0.302345,0.006490,0.178528
50.680000,0.413039,0.303789,-0.017029,0.058384
50.713333,0.411640,0.305234,0.000002,-0.037675
50.746667,0.413889,0.302912,-0.002085,-0.170516
50.780000,0.412315,0.293235,-0.022465,-0.287618
50.813333,0.410741,0.283558,-0.002539,-0.396084
50.846667,0.412757,0.266408,0.002183,-0.488860
50.880000,0.411066,0.249316,0.001407,-0.538289
50.913333,0.413083,0.232166,-0.006228,-0.630872
50.946667,0.411275,0.207660,-0.029455,-0.732479
50.980000,0.409468,0.183154,-0.009286,-0.825498
51.013333,0.411251,0.151176,-0.003933,-0.878114
51.046667,0.409386,0.122962,-0.004030,-0.884292
51.080000,0.411228,0.094691,-0.014269,-0.945933
51.113333,0.409246,0.059063,-0.048882,-0.985560
51.146667,0.407322,0.027143,-0.070410,-0.979042
51.180000,0.405398,-0.004777,-0.110911,-1.000036
51.213333,0.399709,-0.040347,-0.141707,-0.993372
51.246667,0.394078,-0.072209,-0.122540,-0.953502
51.280000,0.392154,-0.104129,-0.118674,-0.904121
51.313333,0.386581,-0.132284,-0.130255,-0.854498
51.346667,0.384716,-0.160497,-0.175963,-0.813609
51.380000,0.375436,-0.188594,-0.236293,-0.719959
51.413333,0.366273,-0.209276,-0.228319,-0.605752
51.446667,0.360875,-0.226310,-0.230631,-0.556274
51.480000,0.351711,-0.246992,-0.248148,-0.491107
51.513333,0.342664,-0.260260,-0.224969,-0.392589
51.546667,0.337325,-0.273586,-0.216995,-0.278382
51.580000,0.328394,-0.279440,-0.214907,-0.145541
51.613333,0.323229,-0.281644,-0.219678,-0.055854
51.646667,0.314357,-0.283791,-0.239653,0.049522
51.680000,0.305602,-0.278523,-0.216280,0.160398
51.713333,0.300553,-0.273313,-0.208257,0.277694
51.746667,0.291914,-0.260631,-0.206170,0.410535
51.780000,0.287040,-0.244300,-0.210941,0.500222
51.813333,0.278460,-0.227911,-0.231013,0.599420
51.846667,0.269995,-0.204107,-0.208028,0.685581
51.880000,0.265238,-0.180361,-0.198178,0.722507
51.913333,0.256774,-0.156558,-0.185044,0.771741
51.946667,0.252075,-0.129105,-0.150236,0.823726
51.980000,0.247376,-0.101652,-0.130924,0.872864
52.013333,0.242735,-0.070492,-0.099497,0.906361
52.046667,0.241801,-0.039391,-0.096699,0.887776
52.080000,0.237102,-0.011938,-0.115332,0.881889
52.113333,0.232462,0.019222,-0.093707,0.881549
52.146667,0.231470,0.046616,-0.084390,0.884493
52.180000,0.226829,0.077776,-0.071887,0.893566
52.213333,0.225896,0.108878,-0.038835,0.830114
52.246667,0.224846,0.132565,-0.021162,0.771026
52.280000,0.223854,0.159959,0.008682,0.715402
52.315000,0.226511,0.183588,0.010082,0.609505
52.348333,0.225345,0.199861,-0.006388,0.543440
52.381667,0.224236,0.219841,0.026517,0.474214
52.415000,0.226719,0.232349,0.071480,0.381452
52.448333,0.229201,0.244856,0.110282,0.294320
52.481667,0.235332,0.253598,0.114373,0.161382
52.515000,0.237640,0.254984,0.093992,0.044280
52.548333,0.239948,0.256370,0.113919,-0.064186
52.581667,0.245846,0.250284,0.118641,-0.156962
52.615000,0.248037,0.244255,0.117864,-0.206391
52.648333,0.253936,0.238169,0.110278,-0.295884
52.681667,0.256010,0.224726,0.090189,-0.394451
52.715000,0.258085,0.211283,0.116634,-0.481389
52.748333,0.263808,0.194075,0.145634,-0.602357
52.781667,0.269415,0.169452,0.138290,-0.676404
52.815000,0.271374,0.148595,0.171350,-0.735634
52.848333,0.280630,0.120207,0.207645,-0.785646
52.881667,0.286237,0.095585,0.216428,-0.816685
52.915000,0.295493,0.067197,0.212319,-0.881512
52.948333,0.300983,0.035160,0.190403,-0.899708
52.981667,0.306532,0.006830,0.211979,-0.903137
53.015000,0.315730,-0.025265,0.218255,-0.897055
53.048333,0.321279,-0.053594,0.218643,-0.872341
53.081667,0.330535,-0.081982,0.212367,-0.878422
53.115000,0.336025,-0.114019,0.191422,-0.834832
53.148333,0.341632,-0.138642,0.211074,-0.764069
53.181667,0.350947,-0.163322,0.211608,-0.730087
53.215000,0.356554,-0.187945,0.193897,-0.677277
53.248333,0.362219,-0.208860,0.216591,-0.609652
53.281667,0.371591,-0.229834,0.224371,-0.507802
53.315000,0.377373,-0.243335,0.226216,-0.390408
53.348333,0.386920,-0.253187,0.220814,-0.340882
53.381667,0.392702,-0.266688,0.200208,-0.275667
53.415000,0.398601,-0.272775,0.220297,-0.177100
53.448333,0.408206,-0.278919,0.219004,-0.062747
